y90,0.1,0.0588465,0.0423001,0.0461057,0.0579747,0.0716458,0.0853926,0.0988841,0.112043,0.124823,0.137182,0.149078,0.160472,0.171328,0.181611,0.191287,0.200327,0.208702,0.216388,0.223362,0.229604,0.235098,0.23983,0.24379,0.246968,0.249362,0.250968,0.25179,0.25183,0.251098,0.249604,0.247362,0.244388,0.240702,0.236327,0.231287,0.225611,0.219328,0.212472,0.205078,0.197182,0.188823,0.180043,0.170884,0.16139,0.151606,0.141579,0.131357,0.120987,0.110518,0.1,0.089482,0.0790134,0.0686434,0.0584208,0.0483939,0.0386101,0.029116,0.0199568,0.0111767,0.00281821,-0.00507785,-0.0124724,-0.0193283,-0.0256107,-0.0312869,-0.0363265,-0.0407019,-0.0443877,-0.0473617,-0.0496041,-0.0510983,-0.0518303,-0.0517895,-0.0509682,-0.0493616,-0.0469682,-0.0437895,-0.0398303,-0.0350983,-0.0296041,-0.0233617,-0.0163877,-0.00870187,-0.000326539,0.0087131,0.0183893,0.0286717,0.0395276,0.0509222,0.0628182,0.0751767,0.0879566,0.101111,0.114537,0.127661,0.137323,0.131953,0.0887997,0,
y100,0.1,0.0610612,0.0441318,0.0468314,0.0581369,0.0716526,0.0853696,0.0988542,0.112009,0.124785,0.13714,0.149033,0.160424,0.171277,0.181556,0.19123,0.200267,0.20864,0.216324,0.223296,0.229537,0.23503,0.239761,0.243719,0.246898,0.249291,0.250898,0.251719,0.251761,0.25103,0.249537,0.247296,0.244324,0.24064,0.236267,0.23123,0.225556,0.219277,0.212424,0.205033,0.19714,0.188785,0.180009,0.170854,0.161364,0.151584,0.141562,0.131343,0.120978,0.110514,0.1,0.0894864,0.0790222,0.0686566,0.0584384,0.0484158,0.0386362,0.0291461,0.0199909,0.0112147,0.00285983,-0.00503271,-0.0124239,-0.0192767,-0.0255562,-0.0312296,-0.0362668,-0.0406398,-0.0443237,-0.0472959,-0.0495368,-0.0510297,-0.0517608,-0.0517193,-0.0508975,-0.0492908,-0.0468975,-0.0437193,-0.0397608,-0.0350297,-0.0295368,-0.0232959,-0.0163237,-0.00863982,-0.000266751,0.00877039,0.0184438,0.0287233,0.0395761,0.0509673,0.0628598,0.0752146,0.0879903,0.101135,0.114509,0.127349,0.13597,0.128552,0.0846915,0,
y110,0.1,0.063042,0.0458984,0.0476059,0.0583358,0.0716707,0.0853487,0.0988245,0.111975,0.124747,0.137099,0.148988,0.160375,0.171225,0.181502,0.191172,0.200207,0.208578,0.21626,0.22323,0.229469,0.234961,0.239691,0.243649,0.246827,0.24922,0.250827,0.251649,0.251691,0.250961,0.249469,0.24723,0.24426,0.240578,0.236207,0.231172,0.225502,0.219225,0.212375,0.204988,0.197099,0.188747,0.179975,0.170824,0.161338,0.151562,0.141544,0.13133,0.120969,0.110509,0.1,0.0894909,0.0790311,0.0686699,0.058456,0.0484376,0.0386622,0.0291763,0.020025,0.0112526,0.00290144,-0.00498759,-0.0123755,-0.0192251,-0.0255016,-0.0311723,-0.036207,-0.0405778,-0.0442596,-0.04723,-0.0494695,-0.0509611,-0.0516912,-0.0516491,-0.0508269,-0.04922,-0.0468269,-0.0436491,-0.0396912,-0.0349611,-0.0294695,-0.02323,-0.0162596,-0.00857779,-0.000206985,0.00882766,0.0184984,0.0287749,0.0396245,0.0510124,0.0629014,0.0752525,0.0880235,0.101156,0.114461,0.126969,0.134526,0.125272,0.0810168,0,
y120,0.1,0.0648253,0.047595,0.0484179,0.0585702,0.0717016,0.0853305,0.0987953,0.111941,0.124709,0.137057,0.148942,0.160327,0.171174,0.181447,0.191115,0.200147,0.208516,0.216196,0.223164,0.229402,0.234893,0.239622,0.243579,0.246756,0.249149,0.250756,0.251579,0.251622,0.250893,0.249402,0.247164,0.244196,0.240516,0.236147,0.231115,0.225447,0.219174,0.212327,0.204942,0.197057,0.188709,0.179941,0.170794,0.161312,0.15154,0.141526,0.131317,0.12096,0.110505,0.1,0.0894953,0.07904,0.0686832,0.0584736,0.0484595,0.0386883,0.0292064,0.0200591,0.0112905,0.00294303,-0.00494248,-0.012327,-0.0191735,-0.0254471,-0.0311151,-0.0361472,-0.0405158,-0.0441956,-0.0471643,-0.0494022,-0.0508926,-0.0516217,-0.0515789,-0.0507562,-0.0491492,-0.0467562,-0.0435789,-0.0396217,-0.0348926,-0.0294022,-0.0231643,-0.0161956,-0.00851578,-0.000147239,0.0088849,0.0185529,0.0288265,0.039673,0.0510575,0.062943,0.0752903,0.0880561,0.101172,0.11439,0.126524,0.133013,0.122122,0.0777083,0,
y130,0.1,0.0664403,0.0492198,0.0492576,0.0588383,0.0717464,0.0853157,0.0987665,0.111907,0.124672,0.137015,0.148897,0.160279,0.171122,0.181393,0.191058,0.200088,0.208454,0.216132,0.223098,0.229335,0.234824,0.239552,0.243509,0.246686,0.249078,0.250686,0.251509,0.251552,0.250824,0.249335,0.247098,0.244132,0.240454,0.236088,0.231058,0.225393,0.219122,0.212279,0.204897,0.197015,0.188672,0.179907,0.170763,0.161286,0.151519,0.141509,0.131304,0.120951,0.1105,0.1,0.0894998,0.0790489,0.0686964,0.0584912,0.0484814,0.0387143,0.0292365,0.0200932,0.0113284,0.00298461,-0.0048974,-0.0122786,-0.019122,-0.0253926,-0.0310579,-0.0360875,-0.0404538,-0.0441316,-0.0470985,-0.0493349,-0.0508241,-0.0515522,-0.0515087,-0.0506856,-0.0490785,-0.0466856,-0.0435087,-0.0395522,-0.0348241,-0.0293349,-0.0230985,-0.0161316,-0.0084538,-8.75153e-05,0.00894213,0.0186074,0.028878,0.0397214,0.0511026,0.0629846,0.075328,0.0880875,0.101181,0.114292,0.126016,0.131449,0.119105,0.0747118,0,
y140,0.1,0.0679108,0.050773,0.0501164,0.0591378,0.0718059,0.0853051,0.0987386,0.111873,0.124634,0.136974,0.148852,0.16023,0.17107,0.181338,0.191001,0.200028,0.208392,0.216068,0.223033,0.229268,0.234756,0.239483,0.243439,0.246615,0.249008,0.250615,0.251439,0.251483,0.250756,0.249268,0.247033,0.244068,0.240392,0.236028,0.231001,0.225338,0.21907,0.21223,0.204852,0.196974,0.188634,0.179873,0.170733,0.16126,0.151497,0.141491,0.13129,0.120942,0.110496,0.1,0.0895042,0.0790577,0.0687097,0.0585088,0.0485032,0.0387404,0.0292666,0.0201273,0.0113663,0.00302617,-0.00485232,-0.0122302,-0.0190704,-0.0253381,-0.0310007,-0.0360278,-0.0403918,-0.0440676,-0.0470327,-0.0492676,-0.0507556,-0.0514828,-0.0514385,-0.0506151,-0.0490078,-0.0466151,-0.0434385,-0.0394828,-0.0347556,-0.0292676,-0.0230327,-0.0160676,-0.00839183,-2.78125e-05,0.00899934,0.0186619,0.0289296,0.0397698,0.0511477,0.0630261,0.0753654,0.0881176,0.101182,0.114167,0.12545,0.129849,0.116221,0.0719831,0,
y150,0.1,0.0692565,0.0522563,0.0509875,0.059466,0.0718807,0.0852992,0.0987117,0.11184,0.124596,0.136932,0.148807,0.160182,0.171019,0.181284,0.190943,0.199968,0.20833,0.216004,0.222967,0.2292,0.234687,0.239413,0.243368,0.246545,0.248937,0.250545,0.251368,0.251413,0.250687,0.2492,0.246967,0.244004,0.24033,0.235968,0.230943,0.225284,0.219019,0.212182,0.204807,0.196932,0.188596,0.179839,0.170703,0.161234,0.151475,0.141474,0.131277,0.120933,0.110491,0.1,0.0895086,0.0790666,0.0687229,0.0585264,0.0485251,0.0387664,0.0292967,0.0201613,0.0114042,0.00306772,-0.00480727,-0.0121818,-0.0190189,-0.0252837,-0.0309435,-0.0359681,-0.0403299,-0.0440037,-0.046967,-0.0492004,-0.0506871,-0.0514134,-0.0513684,-0.0505445,-0.0489371,-0.0465445,-0.0433684,-0.0394134,-0.0346871,-0.0292004,-0.022967,-0.0160037,-0.00832989,3.18691e-05,0.00905652,0.0187163,0.0289811,0.0398182,0.0511927,0.0630676,0.0754026,0.0881457,0.101175,0.114014,0.12483,0.128227,0.113466,0.069486,0,
y160,0.1,0.0704934,0.0536722,0.0518647,0.0598203,0.071971,0.0852986,0.0986861,0.111806,0.124558,0.136891,0.148762,0.160133,0.170967,0.181229,0.190886,0.199908,0.208268,0.21594,0.222901,0.229133,0.234619,0.239344,0.243298,0.246474,0.248866,0.250474,0.251298,0.251344,0.250619,0.249133,0.246901,0.24394,0.240268,0.235908,0.230886,0.225229,0.218967,0.212133,0.204762,0.196891,0.188558,0.179805,0.170673,0.161208,0.151453,0.141456,0.131264,0.120925,0.110487,0.1,0.0895131,0.0790754,0.0687361,0.0585439,0.0485469,0.0387924,0.0293268,0.0201954,0.011442,0.00310925,-0.00476223,-0.0121334,-0.0189674,-0.0252292,-0.0308863,-0.0359085,-0.040268,-0.0439397,-0.0469013,-0.0491332,-0.0506187,-0.0513439,-0.0512983,-0.050474,-0.0488664,-0.046474,-0.0432983,-0.0393439,-0.0346187,-0.0291332,-0.0229013,-0.0159397,-0.00826797,9.15295e-05,0.00911369,0.0187708,0.0290326,0.0398666,0.0512378,0.063109,0.0754393,0.0881715,0.101158,0.113832,0.124162,0.126592,0.110836,0.0671905,0,
y170,0.1,0.0716351,0.0550234,0.0527434,0.0601978,0.0720769,0.085304,0.098662,0.111773,0.12452,0.136849,0.148717,0.160085,0.170916,0.181175,0.190829,0.199849,0.208206,0.215876,0.222836,0.229066,0.23455,0.239275,0.243228,0.246404,0.248796,0.250404,0.251228,0.251275,0.25055,0.249066,0.246836,0.243876,0.240206,0.235849,0.230829,0.225175,0.218916,0.212085,0.204717,0.196849,0.18852,0.179771,0.170643,0.161182,0.151431,0.141439,0.131251,0.120916,0.110482,0.1,0.0895175,0.0790843,0.0687494,0.0585615,0.0485687,0.0388184,0.0293569,0.0202294,0.0114799,0.00315077,-0.0047172,-0.0120851,-0.0189159,-0.0251748,-0.0308292,-0.0358488,-0.0402061,-0.0438758,-0.0468356,-0.049066,-0.0505502,-0.0512746,-0.0512282,-0.0504035,-0.0487958,-0.0464035,-0.0432282,-0.0392746,-0.0345502,-0.029066,-0.0228356,-0.0158758,-0.00820607,0.000151169,0.00917083,0.0188252,0.0290841,0.0399149,0.0512828,0.0631503,0.0754755,0.0881944,0.10113,0.113621,0.123451,0.124956,0.108326,0.0650714,0,
y180,0.1,0.0726929,0.0563132,0.0536195,0.060596,0.0721983,0.0853158,0.0986398,0.11174,0.124483,0.136808,0.148672,0.160037,0.170864,0.18112,0.190772,0.199789,0.208144,0.215812,0.22277,0.228999,0.234482,0.239205,0.243158,0.246333,0.248725,0.250333,0.251158,0.251205,0.250482,0.248999,0.24677,0.243812,0.240144,0.235789,0.230772,0.22512,0.218864,0.212037,0.204672,0.196808,0.188482,0.179737,0.170613,0.161156,0.151409,0.141421,0.131237,0.120907,0.110478,0.1,0.0895219,0.0790931,0.0687626,0.0585791,0.0485905,0.0388444,0.0293869,0.0202634,0.0115177,0.00319227,-0.00467219,-0.0120367,-0.0188644,-0.0251204,-0.030772,-0.0357892,-0.0401442,-0.0438119,-0.04677,-0.0489989,-0.0504819,-0.0512052,-0.0511582,-0.050333,-0.0487252,-0.046333,-0.0431582,-0.0392052,-0.0344819,-0.0289989,-0.02277,-0.0158119,-0.0081442,0.000210787,0.00922796,0.0188796,0.0291356,0.0399633,0.0513277,0.0631915,0.0755109,0.0882139,0.10109,0.113381,0.122702,0.123324,0.10593,0.0631079,0,
y190,0.1,0.0736763,0.057545,0.0544898,0.0610124,0.0723346,0.0853344,0.0986197,0.111708,0.124445,0.136766,0.148627,0.159988,0.170813,0.181066,0.190715,0.19973,0.208082,0.215748,0.222704,0.228932,0.234413,0.239136,0.243088,0.246263,0.248655,0.250263,0.251088,0.251136,0.250413,0.248932,0.246704,0.243748,0.240082,0.23573,0.230715,0.225066,0.218813,0.211988,0.204627,0.196766,0.188444,0.179703,0.170583,0.16113,0.151388,0.141403,0.131224,0.120898,0.110474,0.1,0.0895264,0.079102,0.0687758,0.0585966,0.0486124,0.0388704,0.029417,0.0202974,0.0115555,0.00323376,-0.0046272,-0.0119884,-0.018813,-0.025066,-0.0307149,-0.0357296,-0.0400823,-0.043748,-0.0467044,-0.0489317,-0.0504135,-0.0511359,-0.0510881,-0.0502626,-0.0486546,-0.0462626,-0.0430881,-0.0391359,-0.0344135,-0.0289317,-0.0227044,-0.015748,-0.00808234,0.000270384,0.00928506,0.018934,0.029187,0.0400116,0.0513727,0.0632325,0.0755454,0.0882294,0.101037,0.113114,0.121919,0.121702,0.103641,0.0612822,0,
y200,0.1,0.0745936,0.0587218,0.0553518,0.0614443,0.0724856,0.0853601,0.0986019,0.111676,0.124408,0.136725,0.148582,0.15994,0.170762,0.181012,0.190658,0.19967,0.208021,0.215684,0.222639,0.228865,0.234345,0.239067,0.243018,0.246192,0.248584,0.250192,0.251018,0.251067,0.250345,0.248865,0.246639,0.243684,0.240021,0.23567,0.230658,0.225012,0.218762,0.21194,0.204582,0.196725,0.188407,0.179669,0.170553,0.161104,0.151366,0.141386,0.131211,0.120889,0.110469,0.1,0.0895308,0.0791108,0.0687891,0.0586142,0.0486342,0.0388963,0.029447,0.0203314,0.0115934,0.00327524,-0.00458222,-0.0119401,-0.0187615,-0.0250116,-0.0306579,-0.03567,-0.0400205,-0.0436842,-0.0466388,-0.0488646,-0.0503451,-0.0510666,-0.0510181,-0.0501922,-0.048584,-0.0461922,-0.0430181,-0.0390666,-0.0343451,-0.0288646,-0.0226388,-0.0156842,-0.00802051,0.000329959,0.00934215,0.0189884,0.0292385,0.0400599,0.0514176,0.0632733,0.0755788,0.0882406,0.100971,0.11282,0.121107,0.120096,0.101454,0.0595791,0,
y210,0.1,0.0754517,0.059847,0.0562034,0.0618897,0.0726506,0.0853931,0.0985869,0.111646,0.12437,0.136683,0.148537,0.159892,0.17071,0.180957,0.190601,0.19961,0.207959,0.21562,0.222573,0.228798,0.234277,0.238997,0.242948,0.246122,0.248513,0.250122,0.250948,0.250997,0.250277,0.248798,0.246573,0.24362,0.239959,0.23561,0.230601,0.224957,0.21871,0.211892,0.204537,0.196683,0.188369,0.179635,0.170523,0.161078,0.151344,0.141368,0.131198,0.12088,0.110465,0.1,0.0895352,0.0791197,0.0688023,0.0586317,0.048656,0.0389223,0.0294771,0.0203654,0.0116312,0.0033167,-0.00453726,-0.0118918,-0.0187101,-0.0249573,-0.0306008,-0.0356105,-0.0399587,-0.0436204,-0.0465732,-0.0487976,-0.0502768,-0.0509973,-0.0509482,-0.0501218,-0.0485135,-0.0461218,-0.0429482,-0.0389973,-0.0342768,-0.0287976,-0.0225732,-0.0156204,-0.0079587,0.000389514,0.00939921,0.0190427,0.0292899,0.0401081,0.0514624,0.0633138,0.0756109,0.0882468,0.100892,0.112499,0.12027,0.118509,0.0993635,0.0579858,0,
y220,0.1,0.0762567,0.0609235,0.0570431,0.0623464,0.0728289,0.0854338,0.0985747,0.111615,0.124333,0.136642,0.148492,0.159844,0.170659,0.180903,0.190544,0.199551,0.207897,0.215557,0.222508,0.22873,0.234209,0.238928,0.242878,0.246051,0.248443,0.250051,0.250878,0.250928,0.250209,0.24873,0.246508,0.243557,0.239897,0.235551,0.230544,0.224903,0.218659,0.211844,0.204492,0.196642,0.188331,0.179601,0.170493,0.161052,0.151322,0.141351,0.131185,0.120872,0.11046,0.1,0.0895397,0.0791285,0.0688155,0.0586492,0.0486777,0.0389483,0.0295071,0.0203994,0.0116689,0.00335814,-0.00449232,-0.0118436,-0.0186587,-0.0249029,-0.0305437,-0.035551,-0.0398969,-0.0435566,-0.0465076,-0.0487305,-0.0502085,-0.050928,-0.0508782,-0.0500514,-0.048443,-0.0460514,-0.0428782,-0.038928,-0.0342085,-0.0287305,-0.0225076,-0.0155566,-0.00789691,0.000449047,0.00945625,0.0190971,0.0293413,0.0401564,0.0515071,0.0633539,0.0756414,0.0882476,0.100799,0.112154,0.119412,0.116945,0.0973626,0.0564911,0,
