length,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,
y0,0.1,0.0145581,0.0290666,0.0434763,0.057738,0.0718034,0.0856249,0.0991559,0.112351,0.125165,0.137557,0.149485,0.160909,0.171794,0.182103,0.191803,0.200866,0.209261,0.216965,0.223955,0.230211,0.235717,0.240457,0.244423,0.247605,0.25,0.251605,0.252423,0.252457,0.251717,0.250211,0.247955,0.244965,0.241261,0.236866,0.231803,0.226103,0.219794,0.212909,0.205485,0.197557,0.189165,0.180351,0.171156,0.161625,0.151803,0.141738,0.131476,0.121067,0.110558,0.1,0.0894419,0.0789334,0.0685237,0.058262,0.0481966,0.0383751,0.0288441,0.0196493,0.0108346,0.00244295,-0.0054848,-0.0129094,-0.0197937,-0.0261026,-0.0318034,-0.0368656,-0.0412613,-0.0449654,-0.0479553,-0.0502113,-0.0517166,-0.0524575,-0.0524229,-0.0516053,-0.05,-0.0476053,-0.0444229,-0.0404575,-0.0357166,-0.0302113,-0.0239553,-0.0169654,-0.00926134,-0.000865585,0.0081966,0.0178974,0.0282063,0.0390906,0.0505152,0.0624429,0.0748346,0.0876493,0.100844,0.114375,0.128197,0.142262,0.156524,0.170933,0,
y10,0.1,0.0235536,0.0290577,0.043463,0.0577203,0.0717814,0.0855988,0.0991256,0.112317,0.125127,0.137515,0.14944,0.160861,0.171742,0.182048,0.191746,0.200806,0.209199,0.216901,0.223889,0.230144,0.235648,0.240388,0.244352,0.247534,0.249929,0.251534,0.252352,0.252388,0.251648,0.250144,0.247889,0.244901,0.241199,0.236806,0.231746,0.226048,0.219742,0.212861,0.20544,0.197515,0.189127,0.180317,0.171126,0.161599,0.151781,0.14172,0.131463,0.121058,0.110554,0.1,0.0894464,0.0789423,0.068537,0.0582797,0.0482186,0.0384012,0.0288744,0.0196835,0.0108727,0.0024847,-0.00543952,-0.0128608,-0.0197419,-0.0260479,-0.0317459,-0.0368056,-0.0411991,-0.0449011,-0.0478892,-0.0501437,-0.0516478,-0.0523877,-0.0523525,-0.0515344,-0.049929,-0.0475344,-0.0443525,-0.0403877,-0.0356478,-0.0301437,-0.0238892,-0.0169011,-0.00919909,-0.000805606,0.00825407,0.0179521,0.0282581,0.0391392,0.0505605,0.0624847,0.0748727,0.0876835,0.100874,0.114401,0.128219,0.14228,0.156537,0.154252,0,
y20,0.1,0.0309292,0.0298588,0.0434496,0.0577027,0.0717595,0.0855726,0.0990954,0.112282,0.125089,0.137474,0.149394,0.160812,0.17169,0.181993,0.191688,0.200746,0.209137,0.216837,0.223823,0.230076,0.235579,0.240318,0.244282,0.247464,0.249858,0.251464,0.252282,0.252318,0.251579,0.250076,0.247823,0.244837,0.241137,0.236746,0.231688,0.225993,0.21969,0.212812,0.205394,0.197474,0.189089,0.180282,0.171095,0.161573,0.15176,0.141703,0.13145,0.121049,0.110549,0.1,0.0894508,0.0789512,0.0685504,0.0582973,0.0482405,0.0384274,0.0289046,0.0197177,0.0109108,0.00252644,-0.00539425,-0.0128122,-0.0196902,-0.0259932,-0.0316885,-0.0367456,-0.0411369,-0.0448369,-0.0478232,-0.0500762,-0.051579,-0.0523179,-0.052282,-0.0514636,-0.0498579,-0.0474636,-0.044282,-0.0403179,-0.035579,-0.0300762,-0.0238232,-0.0168369,-0.00913686,-0.000745648,0.00831152,0.0180068,0.0283098,0.0391878,0.0506057,0.0625264,0.0749108,0.0877177,0.100905,0.114427,0.12824,0.142297,0.155048,0.140575,0,
y30,0.1,0.0370492,0.0311783,0.0435092,0.057685,0.0717376,0.0855465,0.0990652,0.112248,0.125051,0.137432,0.149349,0.160764,0.171638,0.181939,0.191631,0.200686,0.209075,0.216773,0.223757,0.230009,0.23551,0.240248,0.244212,0.247393,0.249787,0.251393,0.252212,0.252248,0.25151,0.250009,0.247757,0.244773,0.241075,0.236686,0.231631,0.225939,0.219638,0.212764,0.205349,0.197432,0.189051,0.180248,0.171065,0.161546,0.151738,0.141685,0.131436,0.12104,0.110545,0.1,0.0894553,0.0789601,0.0685637,0.058315,0.0482624,0.0384535,0.0289348,0.0197519,0.0109488,0.00256817,-0.005349,-0.0127636,-0.0196384,-0.0259385,-0.031631,-0.0366857,-0.0410746,-0.0447726,-0.0477572,-0.0500087,-0.0515103,-0.0522482,-0.0522116,-0.0513927,-0.049787,-0.0473927,-0.0442116,-0.0402482,-0.0355103,-0.0300087,-0.0237572,-0.0167726,-0.00907465,-0.000685711,0.00836895,0.0180615,0.0283616,0.0392364,0.050651,0.0625682,0.0749488,0.0877519,0.100935,0.114454,0.128262,0.14218,0.152598,0.129226,0,
y40,0.1,0.0421864,0.0328165,0.0436753,0.0576739,0.0717156,0.0855204,0.0990349,0.112214,0.125013,0.13739,0.149304,0.160715,0.171587,0.181884,0.191574,0.200626,0.209012,0.216708,0.223691,0.229941,0.235442,0.240178,0.244141,0.247322,0.249716,0.251322,0.252141,0.252178,0.251442,0.249941,0.247691,0.244708,0.241012,0.236626,0.231574,0.225884,0.219587,0.212715,0.205304,0.19739,0.189013,0.180214,0.171035,0.16152,0.151716,0.141667,0.131423,0.121031,0.11054,0.1,0.0894597,0.0789689,0.068577,0.0583327,0.0482844,0.0384796,0.0289651,0.0197861,0.0109868,0.00260988,-0.00530377,-0.012715,-0.0195867,-0.0258838,-0.0315736,-0.0366258,-0.0410125,-0.0447084,-0.0476912,-0.0499412,-0.0514416,-0.0521785,-0.0521412,-0.0513219,-0.049716,-0.0473219,-0.0441412,-0.0401785,-0.0354416,-0.0299412,-0.0236912,-0.0167084,-0.00901247,-0.000625796,0.00842636,0.0181162,0.0284133,0.039285,0.0506962,0.0626099,0.0749868,0.0877861,0.100965,0.11448,0.128272,0.141865,0.149557,0.119699,0,
y50,0.1,0.0465463,0.0346371,0.0439579,0.0576778,0.0716943,0.0854942,0.0990047,0.11218,0.124975,0.137348,0.149259,0.160666,0.171535,0.181829,0.191516,0.200566,0.20895,0.216644,0.223625,0.229874,0.235373,0.240109,0.244071,0.247251,0.249645,0.251251,0.252071,0.252109,0.251373,0.249874,0.247625,0.244644,0.24095,0.236566,0.231516,0.225829,0.219535,0.212666,0.205259,0.197348,0.188975,0.18018,0.171005,0.161494,0.151694,0.14165,0.13141,0.121022,0.110536,0.1,0.0894642,0.0789778,0.0685902,0.0583503,0.0483063,0.0385058,0.0289953,0.0198203,0.0110248,0.00265158,-0.00525855,-0.0126665,-0.019535,-0.0258292,-0.0315162,-0.0365659,-0.0409503,-0.0446443,-0.0476253,-0.0498737,-0.0513728,-0.0521088,-0.0520708,-0.0512511,-0.0496451,-0.0472511,-0.0440708,-0.0401088,-0.0353728,-0.0298737,-0.0236253,-0.0166443,-0.0089503,-0.000565902,0.00848375,0.0181708,0.028465,0.0393335,0.0507414,0.0626516,0.0750248,0.0878203,0.100995,0.114505,0.128254,0.141334,0.146178,0.111614,0,
y60,0.1,0.0502853,0.0365478,0.0443538,0.0577045,0.0716748,0.0854682,0.0989745,0.112146,0.124937,0.137307,0.149213,0.160618,0.171483,0.181775,0.191459,0.200506,0.208888,0.21658,0.223559,0.229806,0.235304,0.240039,0.244,0.24718,0.249574,0.25118,0.252,0.252039,0.251304,0.249806,0.247559,0.24458,0.240888,0.236506,0.231459,0.225775,0.219483,0.212618,0.205213,0.197307,0.188937,0.180146,0.170975,0.161468,0.151672,0.141632,0.131396,0.121013,0.110531,0.1,0.0894686,0.0789867,0.0686035,0.0583679,0.0483282,0.0385319,0.0290255,0.0198544,0.0110628,0.00269326,-0.00521335,-0.0126179,-0.0194833,-0.0257745,-0.0314589,-0.036506,-0.0408882,-0.0445801,-0.0475594,-0.0498063,-0.0513042,-0.0520391,-0.0520004,-0.0511803,-0.0495742,-0.0471803,-0.0440004,-0.0400391,-0.0353042,-0.0298063,-0.0235594,-0.0165801,-0.00888816,-0.000506029,0.00854112,0.0182255,0.0285167,0.0393821,0.0507866,0.0626933,0.0750628,0.0878544,0.101025,0.114526,0.128194,0.140593,0.142631,0.104679,0,
y70,0.1,0.0535233,0.0384867,0.0448528,0.0577603,0.0716589,0.0854424,0.0989444,0.112111,0.124899,0.137265,0.149168,0.160569,0.171432,0.18172,0.191402,0.200446,0.208826,0.216516,0.223493,0.229739,0.235236,0.23997,0.24393,0.24711,0.249503,0.25111,0.25193,0.25197,0.251236,0.249739,0.247493,0.244516,0.240826,0.236446,0.231402,0.22572,0.219432,0.212569,0.205168,0.197265,0.188899,0.180111,0.170944,0.161442,0.15165,0.141614,0.131383,0.121004,0.110527,0.1,0.0894731,0.0789956,0.0686168,0.0583856,0.0483501,0.0385579,0.0290556,0.0198886,0.0111008,0.00273492,-0.00516817,-0.0125694,-0.0194316,-0.0257199,-0.0314015,-0.0364462,-0.040826,-0.044516,-0.0474934,-0.0497389,-0.0512355,-0.0519695,-0.0519301,-0.0511096,-0.0495033,-0.0471096,-0.0439301,-0.0399695,-0.0352355,-0.0297389,-0.0234934,-0.016516,-0.00882604,-0.000446178,0.00859847,0.0182801,0.0285684,0.0394306,0.0508318,0.0627349,0.0751008,0.0878886,0.101055,0.114541,0.12808,0.13966,0.139032,0.0986736,0,
y80,0.1,0.0563529,0.040413,0.0454415,0.0578495,0.0716485,0.085417,0.0989142,0.112077,0.124861,0.137223,0.149123,0.160521,0.17138,0.181665,0.191344,0.200386,0.208764,0.216452,0.223428,0.229671,0.235167,0.2399,0.24386,0.247039,0.249432,0.251039,0.25186,0.2519,0.251167,0.249671,0.247428,0.244452,0.240764,0.236386,0.231344,0.225665,0.21938,0.212521,0.205123,0.197223,0.188861,0.180077,0.170914,0.161416,0.151628,0.141597,0.13137,0.120996,0.110522,0.1,0.0894775,0.0790045,0.0686301,0.0584032,0.048372,0.038584,0.0290858,0.0199227,0.0111388,0.00277657,-0.005123,-0.0125209,-0.01938,-0.0256653,-0.0313442,-0.0363863,-0.0407639,-0.0444518,-0.0474276,-0.0496715,-0.0511669,-0.0518999,-0.0518598,-0.0510389,-0.0494324,-0.0470389,-0.0438598,-0.0398999,-0.0351669,-0.0296715,-0.0234276,-0.0164518,-0.00876395,-0.000386348,0.0086558,0.0183347,0.02862,0.0394791,0.050877,0.0627766,0.0751388,0.0879226,0.101084,0.114546,0.127903,0.138561,0.135456,0.0934252,0,
