x,y,t
-9.5332e-11,-1.07e-10,228.252
-9.82882e-11,-8.89521e-11,235.828
-8.03994e-11,-8.38978e-11,243.464
-9.72047e-11,-9.25192e-11,251.155
-1.14139e-10,-8.3505e-11,258.891
-9.50774e-11,-7.95027e-11,266.667
-1.09854e-10,-9.26326e-11,274.473
-1.13454e-10,-1.12361e-10,282.302
-1.31307e-10,-1.02618e-10,290.147
-1.25207e-10,-8.29221e-11,298
-1.37185e-10,-6.57995e-11,305.853
-1.56212e-10,-7.50807e-11,313.698
-1.77013e-10,-6.98884e-11,321.527
-1.68403e-10,-4.99637e-11,329.333
-1.79767e-10,-6.87634e-11,337.109
-1.63377e-10,-8.37739e-11,344.845
-1.82137e-10,-9.61579e-11,352.536
-1.78075e-10,-7.37957e-11,360.172
-1.66042e-10,-5.42263e-11,367.748
-1.44322e-10,-4.60361e-11,375.254
-1.66771e-10,-5.28081e-11,382.684
-1.55284e-10,-3.21009e-11,390.031
-1.31635e-10,-3.55978e-11,397.287
-1.40095e-10,-1.3002e-11,404.445
-1.15767e-10,-1.21267e-11,411.498
-1.07351e-10,1.09415e-11,418.438
-8.41668e-11,1.9637e-11,425.26
-7.38534e-11,-3.09538e-12,431.957
-9.82763e-11,-9.13406e-12,438.521
-7.93185e-11,-2.59615e-11,444.946
-6.88775e-11,-2.65997e-12,451.227
-4.64782e-11,-1.52872e-11,457.356
-2.61511e-11,-3.13174e-11,463.328
-1.7149e-11,-5.57688e-11,469.137
-7.65599e-13,-7.62384e-11,474.777
-1.83588e-12,-1.02592e-10,480.242
-1.34956e-11,-1.2642e-10,485.528
1.13772e-11,-1.36052e-10,490.628
-4.3574e-13,-1.60122e-10,495.539
1.44659e-11,-1.82573e-10,500.254
2.95252e-12,-2.07077e-10,504.77
-8.89848e-12,-1.82599e-10,509.082
3.10536e-12,-2.07132e-10,513.186
-2.37598e-11,-2.01634e-10,517.077
-4.98941e-11,-2.10275e-10,520.752
-6.52331e-11,-2.33248e-10,524.207
-9.29237e-11,-2.3209e-10,527.439
-9.77736e-11,-2.59464e-10,530.444
-8.92035e-11,-2.32935e-10,533.22
-6.29486e-11,-2.42527e-10,535.764
-3.6863e-11,-2.323e-10,538.073
-6.28653e-11,-2.21702e-10,540.146
-6.76568e-11,-1.9398e-10,541.979
-9.39219e-11,-2.04193e-10,543.572
-1.21284e-10,-1.97279e-10,544.922
-1.49414e-10,-1.94598e-10,546.029
-1.51982e-10,-1.66429e-10,546.89
-1.27384e-10,-1.8044e-10,547.507
-1.04359e-10,-1.96935e-10,547.877
-9.42373e-11,-1.70471e-10,548
-1.17368e-10,-1.8684e-10,547.877
-1.08547e-10,-2.13765e-10,547.507
-8.9028e-11,-1.93241e-10,546.89
-6.09806e-11,-1.89407e-10,546.029
-7.46349e-11,-1.64635e-10,544.922
-8.04546e-11,-1.36984e-10,543.572
-1.00339e-10,-1.57012e-10,541.979
-7.22091e-11,-1.55314e-10,540.146
-7.20327e-11,-1.27182e-10,538.073
-4.40902e-11,-1.29947e-10,535.764
-2.27686e-11,-1.11769e-10,533.22
-4.79439e-11,-9.96233e-11,530.444
-2.4547e-11,-8.44629e-11,527.439
4.44121e-13,-9.66405e-11,524.207
1.62985e-11,-7.39083e-11,520.752
8.69091e-12,-1.00463e-10,517.077
3.29102e-11,-1.13544e-10,513.186
1.03111e-11,-9.80116e-11,509.082
2.18061e-11,-1.22787e-10,504.77
1.99344e-11,-9.56552e-11,500.254
4.69718e-11,-9.70673e-11,495.539
2.2845e-11,-8.50671e-11,490.628
4.3661e-11,-1.01967e-10,485.528
6.24671e-11,-1.20882e-10,480.242
3.91922e-11,-1.08155e-10,474.777
6.55242e-11,-1.06636e-10,469.137
8.17838e-11,-8.60677e-11,463.328
6.02429e-11,-7.14082e-11,457.356
8.04358e-11,-5.52093e-11,451.227
5.49793e-11,-5.1584e-11,444.946
7.46671e-11,-3.53248e-11,438.521
4.93692e-11,-3.69291e-11,431.957
7.06573e-11,-5.03365e-11,425.26
4.84531e-11,-6.17427e-11,418.438
6.49313e-11,-8.02251e-11,411.498
8.77768e-11,-8.92278e-11,404.445
1.06038e-10,-1.05326e-10,397.287
8.95488e-11,-8.77122e-11,390.031
6.59498e-11,-9.15327e-11,382.684
7.63354e-11,-1.12814e-10,375.254
7.11553e-11,-1.35683e-10,367.748
5.04448e-11,-1.25199e-10,360.172
7.22186e-11,-1.32524e-10,352.536
9.20164e-11,-1.43687e-10,344.845
8.18368e-11,-1.63729e-10,337.109
9.60509e-11,-1.46643e-10,329.333
7.83787e-11,-1.59691e-10,321.527
8.15324e-11,-1.81166e-10,313.698
7.70483e-11,-1.60201e-10,305.853
6.14573e-11,-1.4588e-10,298
7.43003e-11,-1.29397e-10,290.147
7.28116e-11,-1.08831e-10,282.302
9.23373e-11,-1.03139e-10,274.473
9.37741e-11,-1.23142e-10,266.667
1.12111e-10,-1.15759e-10,258.891
1.22891e-10,-1.31981e-10,251.155
1.32407e-10,-1.15324e-10,243.464
1.19616e-10,-1.01427e-10,235.828
1.24356e-10,-1.19401e-10,228.252
1.42152e-10,-1.23615e-10,220.746
1.59618e-10,-1.19327e-10,213.316
1.77294e-10,-1.18972e-10,205.969
1.73088e-10,-1.35828e-10,198.713
1.84269e-10,-1.22937e-10,191.555
1.74536e-10,-1.36574e-10,184.502
1.81712e-10,-1.2178e-10,177.562
1.71727e-10,-1.34448e-10,170.74
1.73463e-10,-1.5017e-10,164.043
1.59095e-10,-1.44346e-10,157.479
1.44362e-10,-1.48049e-10,151.054
1.53156e-10,-1.36049e-10,144.773
1.63741e-10,-1.26044e-10,138.644
1.49601e-10,-1.24255e-10,132.672
1.58339e-10,-1.3512e-10,126.863
1.70981e-10,-1.30015e-10,121.223
1.66087e-10,-1.42411e-10,115.758
1.56585e-10,-1.33504e-10,110.472
1.69134e-10,-1.31409e-10,105.372
1.56777e-10,-1.30106e-10,100.461
1.47841e-10,-1.21899e-10,95.7458
1.41027e-10,-1.1221e-10,91.2299
1.41236e-10,-1.0065e-10,86.918
1.34179e-10,-9.18435e-11,82.8145
1.38069e-10,-1.0215e-10,78.9233
1.2739e-10,-1.03416e-10,75.2484
1.34017e-10,-9.52708e-11,71.7932
1.34147e-10,-1.05527e-10,68.5613
1.33686e-10,-9.55141e-11,65.5559
1.40443e-10,-1.02614e-10,62.7798
1.49396e-10,-1.06053e-10,60.2359
1.58259e-10,-1.0917e-10,57.9266
1.52694e-10,-1.01828e-10,55.8542
1.47689e-10,-1.09365e-10,54.0208
1.41065e-10,-1.03426e-10,52.4282
1.33687e-10,-1.08158e-10,51.0779
1.39769e-10,-1.02005e-10,49.9713
1.31282e-10,-1.03099e-10,49.1095
1.26951e-10,-9.58051e-11,48.4933
1.33577e-10,-9.05948e-11,48.1234
1.28333e-10,-8.40365e-11,48
1.3621e-10,-8.11585e-11,48.1234
1.44563e-10,-8.02995e-11,48.4933
1.51043e-10,-7.49076e-11,49.1095
1.42567e-10,-7.45607e-11,49.9713
1.49747e-10,-6.99052e-11,51.0779
1.51992e-10,-7.826e-11,52.4282
1.43311e-10,-7.70506e-11,54.0208
1.44895e-10,-6.82958e-11,55.8542
1.5024e-10,-7.55946e-11,57.9266
1.59059e-10,-7.29279e-11,60.2359
1.49668e-10,-7.32087e-11,62.7798
1.40257e-10,-7.13584e-11,65.5559
1.43927e-10,-6.22703e-11,68.5613
1.42204e-10,-5.23963e-11,71.7932
1.39377e-10,-6.22556e-11,75.2484
1.37062e-10,-5.20134e-11,78.9233
1.3543e-10,-4.13842e-11,82.8145
1.25119e-10,-3.75074e-11,86.918
1.13964e-10,-3.92199e-11,91.2299
1.25446e-10,-4.05733e-11,95.7458
1.30338e-10,-2.97859e-11,100.461
1.42429e-10,-3.07876e-11,105.372
1.52704e-10,-3.77756e-11,110.472
1.4341e-10,-2.90866e-11,115.758
1.31251e-10,-3.37517e-11,121.223
1.19027e-10,-2.84402e-11,126.863
1.32566e-10,-2.68309e-11,132.672
1.18704e-10,-2.53344e-11,138.644
1.26282e-10,-3.74057e-11,144.773
1.37306e-10,-4.69249e-11,151.054
1.29843e-10,-5.97953e-11,157.479
1.28375e-10,-7.49147e-11,164.043
1.35424e-10,-6.1106e-11,170.74
1.423e-10,-4.68618e-11,177.562
1.35148e-10,-6.13193e-11,184.502
1.27734e-10,-4.66432e-11,191.555
1.43811e-10,-5.13571e-11,198.713
1.59552e-10,-4.47698e-11,205.969
1.68729e-10,-3.00189e-11,213.316
1.81889e-10,-1.82139e-11,220.746
1.79806e-10,-3.60777e-11,228.252
1.7645e-10,-5.40552e-11,235.828
1.58498e-10,-5.88805e-11,243.464
1.72857e-10,-7.11513e-11,251.155
1.56304e-10,-6.14555e-11,258.891
1.69004e-10,-4.66885e-11,266.667
1.75637e-10,-6.53096e-11,274.473
1.59587e-10,-7.73336e-11,282.302
1.46169e-10,-6.20488e-11,290.147
1.58534e-10,-7.8549e-11,298
1.37707e-10,-8.025e-11,305.853
1.16599e-10,-7.86408e-11,313.698
1.37742e-10,-8.21897e-11,321.527
1.46523e-10,-6.23395e-11,329.333
1.43734e-10,-8.41291e-11,337.109
1.40717e-10,-1.06149e-10,344.845
1.6307e-10,-1.08524e-10,352.536
1.77566e-10,-1.26029e-10,360.172
1.65877e-10,-1.06252e-10,367.748
1.54605e-10,-1.26545e-10,375.254
1.78052e-10,-1.26241e-10,382.684
1.71672e-10,-1.49045e-10,390.031
1.48166e-10,-1.53401e-10,397.287
1.398e-10,-1.76032e-10,404.445
1.58008e-10,-1.59873e-10,411.498
1.38893e-10,-1.75288e-10,418.438
1.52018e-10,-1.96285e-10,425.26
1.36561e-10,-2.15886e-10,431.957
1.56197e-10,-2.00158e-10,438.521
1.31552e-10,-1.9423e-10,444.946
1.54262e-10,-1.82559e-10,451.227
1.63392e-10,-2.06596e-10,457.356
1.61591e-10,-1.80772e-10,463.328
1.87634e-10,-1.81605e-10,469.137
1.63011e-10,-1.72597e-10,474.777
1.45829e-10,-1.52586e-10,480.242
1.23112e-10,-1.66284e-10,485.528
1.46812e-10,-1.7852e-10,490.628
1.63162e-10,-1.57269e-10,495.539
1.37165e-10,-1.64358e-10,500.254
1.13541e-10,-1.77585e-10,504.77
1.1826e-10,-2.04369e-10,509.082
1.04661e-10,-2.28055e-10,513.186
1.20623e-10,-2.05757e-10,517.077
1.23459e-10,-2.33137e-10,520.752
1.13672e-10,-2.07305e-10,524.207
8.72718e-11,-2.15741e-10,527.439
8.65045e-11,-2.4353e-10,530.444
6.27206e-11,-2.28984e-10,533.22
5.95816e-11,-2.01209e-10,535.764
6.38614e-11,-2.28899e-10,538.073
3.74266e-11,-2.19431e-10,540.146
1.13247e-11,-2.29927e-10,541.979
2.45718e-11,-2.05054e-10,543.572
1.73049e-11,-2.32325e-10,544.922
-3.03623e-13,-2.54425e-10,546.029
-1.66161e-11,-2.77533e-10,546.89
1.15826e-11,-2.75046e-10,547.507
1.18165e-11,-2.46723e-10,547.877
-3.55018e-12,-2.70528e-10,548
2.02834e-11,-2.85856e-10,547.877
2.36725e-11,-2.57725e-10,547.507
5.1708e-11,-2.53693e-10,546.89
7.06322e-11,-2.3264e-10,546.029
8.18422e-11,-2.0667e-10,544.922
7.76052e-11,-2.34608e-10,543.572
5.90679e-11,-2.55888e-10,541.979
3.95393e-11,-2.35571e-10,540.146
2.93749e-11,-2.61804e-10,538.073
3.44583e-12,-2.51028e-10,535.764
2.85809e-11,-2.63409e-10,533.22
2.80762e-11,-2.91356e-10,530.444
5.47556e-11,-2.99447e-10,527.439
3.56794e-11,-2.79225e-10,524.207
1.63055e-11,-2.99043e-10,520.752
7.65097e-12,-3.25275e-10,517.077
2.17737e-11,-3.48902e-10,513.186
5.15175e-13,-3.3158e-10,509.082
-1.70707e-11,-3.52477e-10,504.77
9.68473e-12,-3.57354e-10,500.254
9.68689e-12,-3.84428e-10,495.539
-1.65609e-11,-3.78332e-10,490.628
5.7707e-12,-3.63493e-10,485.528
2.18806e-11,-3.84751e-10,480.242
4.42684e-11,-3.98981e-10,474.777
1.79521e-11,-4.00751e-10,469.137
2.79209e-11,-3.76502e-10,463.328
3.27537e-12,-3.68045e-10,457.356
-1.48737e-11,-3.49585e-10,451.227
6.83201e-12,-3.63371e-10,444.946
-1.66941e-11,-3.53446e-10,438.521
-3.00951e-11,-3.74963e-10,431.957
-2.93605e-11,-3.49815e-10,425.26
-4.53803e-11,-3.6896e-10,418.438
-6.65892e-11,-3.5618e-10,411.498
-4.67548e-11,-3.70656e-10,404.445
-7.08675e-11,-3.74003e-10,397.287
-9.467e-11,-3.70056e-10,390.031
-7.29344e-11,-3.8001e-10,382.684
-8.04862e-11,-3.57566e-10,375.254
-5.72838e-11,-3.60958e-10,367.748
-5.50718e-11,-3.84065e-10,360.172
-7.75325e-11,-3.8889e-10,352.536
-9.82196e-11,-3.79476e-10,344.845
-9.4704e-11,-3.57274e-10,337.109
-1.03777e-10,-3.77563e-10,329.333
-1.17207e-10,-3.60178e-10,321.527
-1.03841e-10,-3.43076e-10,313.698
-1.08642e-10,-3.22181e-10,305.853
-8.96938e-11,-3.31621e-10,298
-9.84121e-11,-3.50612e-10,290.147
-7.78521e-11,-3.49051e-10,282.302
-9.41143e-11,-3.61266e-10,274.473
-1.01675e-10,-3.7984e-10,266.667
-9.12679e-11,-3.63035e-10,258.891
-1.09392e-10,-3.70168e-10,251.155
-1.27522e-10,-3.63899e-10,243.464
-1.08826e-10,-3.61219e-10,235.828
-9.92231e-11,-3.77135e-10,228.252
-1.04433e-10,-3.59605e-10,220.746
-1.22418e-10,-3.59649e-10,213.316
-1.07546e-10,-3.50089e-10,205.969
-1.15416e-10,-3.34601e-10,198.713
-1.26802e-10,-3.21891e-10,191.555
-1.33356e-10,-3.37309e-10,184.502
-1.16915e-10,-3.37437e-10,177.562
-1.19387e-10,-3.21497e-10,170.74
-1.29832e-10,-3.09619e-10,164.043
-1.23904e-10,-2.95294e-10,157.479
-1.22194e-10,-2.802e-10,151.054
-1.07417e-10,-2.81925e-10,144.773
-1.00026e-10,-2.69374e-10,138.644
-9.10062e-11,-2.58338e-10,132.672
-7.994e-11,-2.6682e-10,126.863
-8.31033e-11,-2.80082e-10,121.223
-7.13478e-11,-2.86362e-10,115.758
-8.16653e-11,-2.9431e-10,110.472
-8.26619e-11,-2.81626e-10,105.372
-9.50338e-11,-2.8047e-10,100.461
-1.03956e-10,-2.72248e-10,95.7458
-9.87321e-11,-2.82879e-10,91.2299
-8.72378e-11,-2.81631e-10,86.918
-9.45651e-11,-2.73047e-10,82.8145
-8.43125e-11,-2.77076e-10,78.9233
-9.49507e-11,-2.75503e-10,75.2484
-9.21529e-11,-2.85624e-10,71.7932
-9.69844e-11,-2.94671e-10,68.5613
-9.55375e-11,-2.84753e-10,65.5559
-9.6002e-11,-2.74963e-10,62.7798
-1.04671e-10,-2.79068e-10,60.2359
-1.07717e-10,-2.7018e-10,57.9266
-1.03828e-10,-2.61829e-10,55.8542
-9.6966e-11,-2.67724e-10,54.0208
-1.01972e-10,-2.6037e-10,52.4282
-1.10662e-10,-2.59226e-10,51.0779
-1.1388e-10,-2.51195e-10,49.9713
-1.08774e-10,-2.44328e-10,49.1095
-1.15924e-10,-2.48893e-10,48.4933
-1.23563e-10,-2.45327e-10,48.1234
-1.20156e-10,-2.37652e-10,48
-1.28167e-10,-2.3517e-10,48.1234
-1.20383e-10,-2.3832e-10,48.4933
-1.23949e-10,-2.30682e-10,49.1095
-1.15521e-10,-2.31646e-10,49.9713
-1.23955e-10,-2.302e-10,51.0779
-1.25809e-10,-2.2175e-10,52.4282
-1.34526e-10,-2.22659e-10,54.0208
-1.3707e-10,-2.31185e-10,55.8542
-1.37499e-10,-2.40222e-10,57.9266
-1.34575e-10,-2.31485e-10,60.2359
-1.25407e-10,-2.33534e-10,62.7798
-1.19225e-10,-2.40867e-10,65.5559
-1.23489e-10,-2.49692e-10,68.5613
-1.32599e-10,-2.45514e-10,71.7932
-1.34747e-10,-2.35485e-10,75.2484
-1.2439e-10,-2.33753e-10,78.9233
-1.16693e-10,-2.26243e-10,82.8145
-1.06496e-10,-2.3041e-10,86.918
-1.10293e-10,-2.19783e-10,91.2299
-1.19554e-10,-2.26705e-10,95.7458
-1.29762e-10,-2.20697e-10,100.461
-1.3828e-10,-2.29336e-10,105.372
-1.33056e-10,-2.18062e-10,110.472
-1.21299e-10,-2.22926e-10,115.758
-1.14549e-10,-2.34064e-10,121.223
-1.16376e-10,-2.47265e-10,126.863
-1.16238e-10,-2.33632e-10,132.672
-1.25592e-10,-2.43972e-10,138.644
-1.21908e-10,-2.30203e-10,144.773
-1.35771e-10,-2.25737e-10,151.054
-1.2505e-10,-2.36052e-10,157.479
-1.27333e-10,-2.5107e-10,164.043
-1.32385e-10,-2.65728e-10,170.74
-1.45957e-10,-2.57604e-10,177.562
-1.37942e-10,-2.71602e-10,184.502
-1.47937e-10,-2.58546e-10,191.555
-1.64687e-10,-2.58234e-10,198.713
-1.78936e-10,-2.67622e-10,205.969
-1.62367e-10,-2.72843e-10,213.316
-1.79262e-10,-2.78049e-10,220.746
-1.61464e-10,-2.75467e-10,228.252
-1.65611e-10,-2.57656e-10,235.828
-1.64263e-10,-2.76196e-10,243.464
-1.79357e-10,-2.64842e-10,251.155
-1.90179e-10,-2.49002e-10,258.891
-1.71533e-10,-2.43375e-10,266.667
-1.52047e-10,-2.40051e-10,274.473
-1.34151e-10,-2.491e-10,282.302
-1.37367e-10,-2.69183e-10,290.147
-1.57195e-10,-2.63527e-10,298
-1.51061e-10,-2.43551e-10,305.853
-1.46534e-10,-2.64231e-10,313.698
-1.47168e-10,-2.85661e-10,321.527
-1.27015e-10,-2.77602e-10,329.333
-1.42515e-10,-2.93168e-10,337.109
-1.21484e-10,-2.85982e-10,344.845
-1.2598e-10,-3.08006e-10,352.536
-1.4739e-10,-3.15635e-10,360.172
-1.2586e-10,-3.07621e-10,367.748
-1.04254e-10,-2.99134e-10,375.254
-1.10205e-10,-2.76452e-10,382.684
-9.00416e-11,-2.64035e-10,390.031
-1.13258e-10,-2.69738e-10,397.287
-1.03124e-10,-2.91634e-10,404.445
-1.11361e-10,-3.14542e-10,411.498
-8.89345e-11,-3.24543e-10,418.438
-6.5163e-11,-3.31474e-10,425.26
-4.25605e-11,-3.20879e-10,431.957
-6.70254e-11,-3.26745e-10,438.521
-4.16932e-11,-3.27662e-10,444.946
-4.81382e-11,-3.02955e-10,451.227
-5.75312e-11,-2.79018e-10,457.356
-3.24715e-11,-2.72524e-10,463.328
-3.04418e-11,-2.46548e-10,469.137
-1.79374e-11,-2.23503e-10,474.777
2.80512e-12,-2.39795e-10,480.242
2.89093e-11,-2.35077e-10,485.528
1.45615e-11,-2.12592e-10,490.628
4.12009e-11,-2.0955e-10,495.539
6.56968e-11,-1.98323e-10,500.254
4.39178e-11,-2.14407e-10,504.77
7.10422e-11,-2.12432e-10,509.082
4.91076e-11,-1.96158e-10,513.186
7.15481e-11,-1.80398e-10,517.077
7.89073e-11,-2.06922e-10,520.752
8.4001e-11,-1.79772e-10,524.207
7.00619e-11,-2.03727e-10,527.439
4.37461e-11,-2.12689e-10,530.444
1.81413e-11,-2.23719e-10,533.22
-9.79518e-12,-2.22785e-10,535.764
3.04546e-12,-1.97882e-10,538.073
-6.90906e-12,-1.71627e-10,540.146
1.1554e-11,-1.504e-10,541.979
2.71847e-11,-1.73849e-10,543.572
5.47845e-11,-1.79743e-10,544.922
5.81934e-11,-1.51692e-10,546.029
5.63874e-11,-1.23464e-10,546.89
4.15105e-11,-1.47548e-10,547.507
6.36371e-11,-1.29865e-10,547.877
3.54262e-11,-1.2723e-10,548
1.34847e-11,-1.09299e-10,547.877
8.23532e-12,-1.37142e-10,547.507
1.5011e-11,-1.64643e-10,546.89
-9.06256e-12,-1.4975e-10,546.029
-3.70476e-11,-1.53864e-10,544.922
-9.02834e-12,-1.57524e-10,543.572
-2.92558e-11,-1.77205e-10,541.979
-3.09345e-11,-2.05335e-10,540.146
-1.94375e-11,-2.31012e-10,538.073
-3.82125e-11,-2.10133e-10,535.764
-2.3068e-11,-2.33706e-10,533.22
-2.17441e-11,-2.61627e-10,530.444
6.03884e-12,-2.63942e-10,527.439
-1.02817e-11,-2.86447e-10,524.207
1.45514e-11,-2.98753e-10,520.752
-2.65173e-12,-2.7714e-10,517.077
2.29974e-11,-2.67151e-10,513.186
-2.95486e-12,-2.58294e-10,509.082
-1.83278e-12,-2.85583e-10,504.77
1.03754e-11,-2.6128e-10,500.254
-1.66757e-11,-2.62399e-10,495.539
7.4384e-12,-2.50374e-10,490.628
-1.62638e-11,-2.37839e-10,485.528
-2.23754e-11,-2.11876e-10,480.242
-6.98396e-12,-1.90271e-10,474.777
1.93874e-11,-1.89784e-10,469.137
5.05857e-13,-1.71593e-10,463.328
-2.43079e-11,-1.63644e-10,457.356
-2.12379e-11,-1.37939e-10,451.227
-1.6312e-11,-1.63176e-10,444.946
7.13986e-13,-1.82205e-10,438.521
-7.0831e-12,-2.06325e-10,431.957
1.36967e-11,-2.20507e-10,425.26
3.85408e-11,-2.18079e-10,418.438
2.03294e-11,-2.34856e-10,411.498
2.65136e-11,-2.5862e-10,404.445
2.59392e-11,-2.34283e-10,397.287
4.21108e-11,-2.52189e-10,390.031
6.03942e-11,-2.36786e-10,382.684
4.45926e-11,-2.54423e-10,375.254
6.77499e-11,-2.50736e-10,367.748
5.57973e-11,-2.30837e-10,360.172
3.72019e-11,-2.44326e-10,352.536
3.93719e-11,-2.21702e-10,344.845
6.1504e-11,-2.25634e-10,337.109
4.74737e-11,-2.42871e-10,329.333
4.64863e-11,-2.64816e-10,321.527
6.79159e-11,-2.68266e-10,313.698
8.75055e-11,-2.59554e-10,305.853
7.09118e-11,-2.46408e-10,298
5.60348e-11,-2.31734e-10,290.147
7.6458e-11,-2.34569e-10,282.302
9.60758e-11,-2.39935e-10,274.473
1.00406e-10,-2.59517e-10,266.667
8.39697e-11,-2.48536e-10,258.891
1.03177e-10,-2.51768e-10,251.155
1.20686e-10,-2.43929e-10,243.464
1.3325e-10,-2.58032e-10,235.828
1.49316e-10,-2.67383e-10,228.252
1.63175e-10,-2.55451e-10,220.746
1.50987e-10,-2.42225e-10,213.316
1.33371e-10,-2.40737e-10,205.969
1.50373e-10,-2.44302e-10,198.713
1.60111e-10,-2.30289e-10,191.555
1.58951e-10,-2.13576e-10,184.502
1.73862e-10,-2.06647e-10,177.562
1.58497e-10,-2.11555e-10,170.74
1.47832e-10,-2.23236e-10,164.043
1.54845e-10,-2.37063e-10,157.479
1.60756e-10,-2.51056e-10,151.054
1.55284e-10,-2.37222e-10,144.773
1.55623e-10,-2.22661e-10,138.644
1.4137e-10,-2.22582e-10,132.672
1.32265e-10,-2.33142e-10,126.863
1.45894e-10,-2.33536e-10,121.223
1.3991e-10,-2.45445e-10,115.758
1.40416e-10,-2.58459e-10,110.472
1.42847e-10,-2.4597e-10,105.372
1.30743e-10,-2.43161e-10,100.461
1.18923e-10,-2.40425e-10,95.7458
1.29855e-10,-2.35866e-10,91.2299
1.28565e-10,-2.47356e-10,86.918
1.28138e-10,-2.36079e-10,82.8145
1.32042e-10,-2.25778e-10,78.9233
1.26367e-10,-2.34913e-10,75.2484
1.30627e-10,-2.25315e-10,71.7932
1.27923e-10,-2.15421e-10,68.5613
1.27763e-10,-2.05399e-10,65.5559
1.19331e-10,-2.00404e-10,62.7798
1.28077e-10,-2.04341e-10,60.2359
1.2482e-10,-2.13153e-10,57.9266
1.20515e-10,-2.05008e-10,55.8542
1.15864e-10,-1.97248e-10,54.0208
1.23792e-10,-1.9321e-10,52.4282
1.20937e-10,-1.84923e-10,51.0779
1.27369e-10,-1.79136e-10,49.9713
1.24099e-10,-1.87044e-10,49.1095
1.16501e-10,-1.90815e-10,48.4933
1.12705e-10,-1.98342e-10,48.1234
1.1603e-10,-2.06053e-10,48
1.21709e-10,-1.99882e-10,48.1234
1.26447e-10,-2.06815e-10,48.4933
1.34663e-10,-2.08699e-10,49.1095
1.38192e-10,-2.16413e-10,49.9713
1.40381e-10,-2.24686e-10,51.0779
1.35205e-10,-2.17754e-10,52.4282
1.26562e-10,-2.19212e-10,54.0208
1.19205e-10,-2.24216e-10,55.8542
1.2368e-10,-2.16353e-10,57.9266
1.22452e-10,-2.25484e-10,60.2359
1.13963e-10,-2.2951e-10,62.7798
1.21286e-10,-2.23315e-10,65.5559
1.21596e-10,-2.13519e-10,68.5613
1.27642e-10,-2.05525e-10,71.7932
1.22229e-10,-2.14237e-10,75.2484
1.28381e-10,-2.05728e-10,78.9233
1.29734e-10,-1.95059e-10,82.8145
1.28767e-10,-1.84086e-10,86.918
1.39831e-10,-1.81862e-10,91.2299
1.33848e-10,-1.91755e-10,95.7458
1.242e-10,-1.84884e-10,100.461
1.34301e-10,-1.78164e-10,105.372
1.27391e-10,-1.67837e-10,110.472
1.27015e-10,-1.55119e-10,115.758
1.36417e-10,-1.64131e-10,121.223
1.49688e-10,-1.6536e-10,126.863
1.62878e-10,-1.68811e-10,132.672
1.5008e-10,-1.6328e-10,138.644
1.48937e-10,-1.49072e-10,144.773
1.36903e-10,-1.40868e-10,151.054
1.45745e-10,-1.52833e-10,157.479
1.30785e-10,-1.55471e-10,164.043
1.20731e-10,-1.43668e-10,170.74
1.3568e-10,-1.38498e-10,177.562
1.32092e-10,-1.54224e-10,184.502
1.27111e-10,-1.38555e-10,191.555
1.43224e-10,-1.33965e-10,198.713
1.40134e-10,-1.17183e-10,205.969
1.42214e-10,-1.34431e-10,213.316
1.46402e-10,-1.17255e-10,220.746
1.64126e-10,-1.14206e-10,228.252
1.52508e-10,-1.28329e-10,235.828
1.6742e-10,-1.39429e-10,243.464
1.52892e-10,-1.27359e-10,251.155
1.66929e-10,-1.14284e-10,258.891
1.85112e-10,-1.21266e-10,266.667
1.76558e-10,-1.03445e-10,274.473
1.79767e-10,-1.23241e-10,282.302
1.99955e-10,-1.20773e-10,290.147
1.87148e-10,-1.04613e-10,298
1.77132e-10,-8.62738e-11,305.853
1.91537e-10,-1.01788e-10,313.698
2.11729e-10,-1.08993e-10,321.527
2.16945e-10,-8.79232e-11,329.333
2.06255e-10,-1.07114e-10,337.109
2.09817e-10,-1.29052e-10,344.845
2.24015e-10,-1.46479e-10,352.536
2.46293e-10,-1.5098e-10,360.172
2.53504e-10,-1.72792e-10,367.748
2.57337e-10,-1.49897e-10,375.254
2.8046e-10,-1.46001e-10,382.684
2.58167e-10,-1.53987e-10,390.031
2.41541e-10,-1.71165e-10,397.287
2.58464e-10,-1.53967e-10,404.445
2.34189e-10,-1.55801e-10,411.498
2.42709e-10,-1.32771e-10,418.438
2.57281e-10,-1.52791e-10,425.26
2.48936e-10,-1.29264e-10,431.957
2.24515e-10,-1.35311e-10,438.521
2.20511e-10,-1.60341e-10,444.946
2.37886e-10,-1.79051e-10,451.227
2.3961e-10,-1.53396e-10,457.356
2.28033e-10,-1.30241e-10,463.328
2.48455e-10,-1.46423e-10,469.137
2.30438e-10,-1.6547e-10,474.777
2.28089e-10,-1.91741e-10,480.242
2.14839e-10,-2.14722e-10,485.528
2.09989e-10,-1.88494e-10,490.628
2.33055e-10,-2.02164e-10,495.539
2.57239e-10,-2.14048e-10,500.254
2.42978e-10,-1.91034e-10,504.77
2.42484e-10,-2.18226e-10,509.082
2.32692e-10,-2.43722e-10,513.186
2.07896e-10,-2.32013e-10,517.077
1.92888e-10,-2.08938e-10,520.752
1.87529e-10,-1.8184e-10,524.207
2.15089e-10,-1.78918e-10,527.439
1.87684e-10,-1.83586e-10,530.444
1.93585e-10,-2.10833e-10,533.22
1.92424e-10,-2.38761e-10,535.764
2.15245e-10,-2.22507e-10,538.073
