x,y,t
-1.56878e-10,-2.94624e-10,546.029
-1.36504e-10,-2.75002e-10,546.89
-1.59619e-10,-2.91344e-10,547.507
-1.7905e-10,-3.11952e-10,547.877
-1.52046e-10,-3.03374e-10,548
-1.43375e-10,-3.30351e-10,547.877
-1.26748e-10,-3.07409e-10,547.507
-1.34788e-10,-2.8025e-10,546.89
-1.55941e-10,-2.99061e-10,546.029
-1.40684e-10,-3.22879e-10,544.922
-1.44283e-10,-2.94852e-10,543.572
-1.69926e-10,-2.83066e-10,541.979
-1.44859e-10,-2.7019e-10,540.146
-1.4842e-10,-2.42283e-10,538.073
-1.38658e-10,-2.15956e-10,535.764
-1.10943e-10,-2.20071e-10,533.22
-1.22218e-10,-2.45649e-10,530.444
-1.39039e-10,-2.67882e-10,527.439
-1.44631e-10,-2.95114e-10,524.207
-1.72043e-10,-2.99199e-10,520.752
-1.7823e-10,-2.72278e-10,517.077
-1.5122e-10,-2.66977e-10,513.186
-1.7295e-10,-2.50251e-10,509.082
-1.66649e-10,-2.76826e-10,504.77
-1.39464e-10,-2.77631e-10,500.254
-1.30547e-10,-3.03195e-10,495.539
-1.06716e-10,-2.90616e-10,490.628
-8.89666e-11,-2.7052e-10,485.528
-1.15637e-10,-2.70912e-10,480.242
-1.01888e-10,-2.93599e-10,474.777
-1.18748e-10,-3.13882e-10,469.137
-1.12819e-10,-2.88343e-10,463.328
-1.38762e-10,-2.90761e-10,457.356
-1.26099e-10,-2.68183e-10,451.227
-1.51669e-10,-2.70889e-10,444.946
-1.76213e-10,-2.77931e-10,438.521
-1.57031e-10,-2.94502e-10,431.957
-1.39988e-10,-2.75995e-10,425.26
-1.15519e-10,-2.80935e-10,418.438
-9.85214e-11,-2.6293e-10,411.498
-8.2515e-11,-2.81551e-10,404.445
-1.06847e-10,-2.80778e-10,397.287
-1.30561e-10,-2.85223e-10,390.031
-1.12502e-10,-2.69559e-10,382.684
-1.00293e-10,-2.49269e-10,375.254
-9.84911e-11,-2.72649e-10,367.748
-7.67699e-11,-2.80837e-10,360.172
-7.91392e-11,-3.03687e-10,352.536
-6.22403e-11,-3.18886e-10,344.845
-7.00008e-11,-3.39982e-10,337.109
-8.49801e-11,-3.23563e-10,329.333
-6.4626e-11,-3.153e-10,321.527
-8.54869e-11,-3.21296e-10,313.698
-7.18366e-11,-3.04764e-10,305.853
-9.23716e-11,-3.09909e-10,298
-9.53485e-11,-2.89226e-10,290.147
-8.04256e-11,-2.74997e-10,282.302
-7.31074e-11,-2.56021e-10,274.473
-6.547e-11,-2.37478e-10,266.667
-7.54609e-11,-2.54534e-10,258.891
-6.16529e-11,-2.68271e-10,251.155
-4.42496e-11,-2.602e-10,243.464
-6.29338e-11,-2.62965e-10,235.828
-8.12019e-11,-2.59525e-10,228.252
-9.15884e-11,-2.74578e-10,220.746
-1.05943e-10,-2.85413e-10,213.316
-9.22388e-11,-2.74243e-10,205.969
-9.9417e-11,-2.58423e-10,198.713
-8.86514e-11,-2.45184e-10,191.555
-1.04842e-10,-2.49492e-10,184.502
-9.59129e-11,-2.35685e-10,177.562
-9.32754e-11,-2.19772e-10,170.74
-1.05708e-10,-2.09994e-10,164.043
-9.66158e-11,-2.22552e-10,157.479
-1.10074e-10,-2.29597e-10,151.054
-1.23256e-10,-2.36493e-10,144.773
-1.29538e-10,-2.49634e-10,138.644
-1.42289e-10,-2.43264e-10,132.672
-1.42413e-10,-2.29322e-10,126.863
-1.5562e-10,-2.32707e-10,121.223
-1.61999e-10,-2.44409e-10,115.758
-1.63701e-10,-2.31497e-10,110.472
-1.67665e-10,-2.19407e-10,105.372
-1.63548e-10,-2.07683e-10,100.461
-1.7426e-10,-2.13381e-10,95.7458
-1.73318e-10,-2.01574e-10,91.2299
-1.62779e-10,-2.06329e-10,86.918
-1.71657e-10,-1.99361e-10,82.8145
-1.82673e-10,-1.99351e-10,78.9233
-1.74533e-10,-1.92323e-10,75.2484
-1.66756e-10,-1.85267e-10,71.7932
-1.56744e-10,-1.83043e-10,68.5613
-1.4981e-10,-1.9028e-10,65.5559
-1.41978e-10,-1.96173e-10,62.7798
-1.51564e-10,-1.96511e-10,60.2359
-1.50515e-10,-2.05847e-10,57.9266
-1.59377e-10,-2.08363e-10,55.8542
-1.66719e-10,-2.03077e-10,54.0208
-1.72758e-10,-1.96543e-10,52.4282
-1.71835e-10,-1.87827e-10,51.0779
-1.72539e-10,-1.96449e-10,49.9713
-1.8091e-10,-1.98221e-10,49.1095
-1.81026e-10,-1.89739e-10,48.4933
-1.87881e-10,-1.84832e-10,48.1234
-1.90928e-10,-1.92657e-10,48
-1.86847e-10,-1.99983e-10,48.1234
-1.79001e-10,-2.02978e-10,48.4933
-1.86147e-10,-2.0745e-10,49.1095
-1.94622e-10,-2.07082e-10,49.9713
-2.0011e-10,-2.00517e-10,51.0779
-2.08758e-10,-2.00776e-10,52.4282
-2.14646e-10,-1.94284e-10,54.0208
-2.2015e-10,-1.87293e-10,55.8542
-2.15801e-10,-1.95226e-10,57.9266
-2.11224e-10,-2.03222e-10,60.2359
-2.05581e-10,-2.10733e-10,62.7798
-2.06219e-10,-2.20303e-10,65.5559
-2.03433e-10,-2.10906e-10,68.5613
-2.01628e-10,-2.20765e-10,71.7932
-2.09196e-10,-2.27687e-10,75.2484
-2.00292e-10,-2.22122e-10,78.9233
-1.91241e-10,-2.16314e-10,82.8145
-1.89196e-10,-2.0549e-10,86.918
-1.8553e-10,-1.94817e-10,91.2299
-1.93074e-10,-2.03578e-10,95.7458
-1.97775e-10,-2.1445e-10,100.461
-2.09908e-10,-2.14489e-10,105.372
-2.0228e-10,-2.0468e-10,110.472
-2.09429e-10,-2.15205e-10,115.758
-1.99679e-10,-2.0657e-10,121.223
-1.97059e-10,-2.19638e-10,126.863
-2.09317e-10,-2.25606e-10,132.672
-2.232e-10,-2.26901e-10,138.644
-2.21982e-10,-2.127e-10,144.773
-2.07578e-10,-2.14857e-10,151.054
-2.12927e-10,-2.00975e-10,157.479
-2.28114e-10,-2.01308e-10,164.043
-2.26363e-10,-1.85903e-10,170.74
-2.11659e-10,-1.80076e-10,177.562
-2.16714e-10,-1.64758e-10,184.502
-2.3189e-10,-1.58431e-10,191.555
-2.26181e-10,-1.74182e-10,198.713
-2.31097e-10,-1.57841e-10,205.969
-2.38905e-10,-1.42323e-10,213.316
-2.43034e-10,-1.59513e-10,220.746
-2.41081e-10,-1.77392e-10,228.252
-2.31697e-10,-1.61695e-10,235.828
-2.49148e-10,-1.55289e-10,243.464
-2.66647e-10,-1.48182e-10,251.155
-2.85806e-10,-1.47196e-10,258.891
-2.66336e-10,-1.47745e-10,266.667
-2.85882e-10,-1.50694e-10,274.473
-2.67433e-10,-1.42833e-10,282.302
-2.87631e-10,-1.40444e-10,290.147
-3.06946e-10,-1.4766e-10,298
-2.93069e-10,-1.63283e-10,305.853
-2.72897e-10,-1.56858e-10,313.698
-2.70764e-10,-1.78192e-10,321.527
-2.69893e-10,-1.9988e-10,329.333
-2.85736e-10,-2.15097e-10,337.109
-3.07116e-10,-2.21168e-10,344.845
-3.28759e-10,-2.27241e-10,352.536
-3.39454e-10,-2.07187e-10,360.172
-3.46163e-10,-1.85216e-10,367.748
-3.69153e-10,-1.82003e-10,375.254
-3.53489e-10,-1.64554e-10,382.684
-3.33166e-10,-1.76709e-10,390.031
-3.14416e-10,-1.61879e-10,397.287
-2.90324e-10,-1.6058e-10,404.445
-2.66361e-10,-1.5629e-10,411.498
-2.47304e-10,-1.71776e-10,418.438
-2.61551e-10,-1.92028e-10,425.26
-2.81758e-10,-1.77372e-10,431.957
-2.57008e-10,-1.81885e-10,438.521
-2.81141e-10,-1.8964e-10,444.946
-2.73629e-10,-1.65237e-10,451.227
-2.48264e-10,-1.69454e-10,457.356
-2.59217e-10,-1.45998e-10,463.328
-2.7423e-10,-1.24702e-10,469.137
-2.88058e-10,-1.02426e-10,474.777
-2.78231e-10,-1.26903e-10,480.242
-3.0182e-10,-1.39038e-10,485.528
-3.26689e-10,-1.29397e-10,490.628
-3.19787e-10,-1.03488e-10,495.539
-3.35105e-10,-8.1319e-11,500.254
-3.22823e-10,-5.7191e-11,504.77
-3.23038e-10,-2.99956e-11,509.082
-3.09507e-10,-5.37208e-11,513.186
-3.29535e-10,-7.24519e-11,517.077
-3.05306e-10,-8.55147e-11,520.752
-3.18983e-10,-6.15145e-11,524.207
-3.15668e-10,-3.39986e-11,527.439
-2.89562e-10,-2.44421e-11,530.444
-3.03016e-10,-4.88601e-11,533.22
-2.86766e-10,-2.61167e-11,535.764
-2.91107e-10,1.56378e-12,538.073
-2.86866e-10,-2.61932e-11,540.146
-2.80184e-10,-5.35211e-11,541.979
-2.82494e-10,-8.1607e-11,543.572
-2.88835e-10,-1.09107e-10,544.922
-2.61087e-10,-1.03769e-10,546.029
-2.86886e-10,-9.21724e-11,546.89
-3.13786e-10,-1.00992e-10,547.507
-2.85708e-10,-9.72606e-11,547.877
-3.12129e-10,-8.70265e-11,548
-2.84173e-10,-9.16558e-11,547.877
-2.56407e-10,-8.60105e-11,547.507
-2.83193e-10,-9.52193e-11,546.89
-2.87041e-10,-6.7174e-11,546.029
-3.14332e-10,-7.46091e-11,544.922
-2.86263e-10,-7.78632e-11,543.572
-2.90361e-10,-4.99401e-11,541.979
-3.18235e-10,-4.57947e-11,540.146
-3.42124e-10,-6.06531e-11,538.073
-3.22894e-10,-8.11139e-11,535.764
-3.12172e-10,-5.5228e-11,533.22
-3.2408e-10,-2.9939e-11,530.444
-3.03394e-10,-4.86303e-11,527.439
-3.30907e-10,-4.46443e-11,524.207
-3.48429e-10,-6.61177e-11,520.752
-3.75571e-10,-7.125e-11,517.077
-3.97712e-10,-5.48966e-11,513.186
-3.87173e-10,-8.02123e-11,509.082
-4.14484e-10,-8.00423e-11,504.77
-3.98182e-10,-1.0181e-10,500.254
-4.02918e-10,-1.28467e-10,495.539
-3.82772e-10,-1.46362e-10,490.628
-3.79889e-10,-1.19705e-10,485.528
-3.98698e-10,-1.38617e-10,480.242
-4.10827e-10,-1.62209e-10,474.777
-3.86071e-10,-1.53107e-10,469.137
-4.12201e-10,-1.55263e-10,463.328
-4.1135e-10,-1.81305e-10,457.356
-4.32072e-10,-1.96822e-10,451.227
-4.23948e-10,-2.21218e-10,444.946
-4.06657e-10,-2.02429e-10,438.521
-3.83737e-10,-2.13255e-10,431.957
-3.94678e-10,-2.3591e-10,425.26
-3.97427e-10,-2.6072e-10,418.438
-3.79623e-10,-2.43511e-10,411.498
-4.04032e-10,-2.46186e-10,404.445
-4.27907e-10,-2.41431e-10,397.287
-4.4306e-10,-2.60207e-10,390.031
-4.19534e-10,-2.64454e-10,382.684
-4.10182e-10,-2.427e-10,375.254
-4.18743e-10,-2.6453e-10,367.748
-4.41953e-10,-2.64113e-10,360.172
-4.64829e-10,-2.66221e-10,352.536
-4.7068e-10,-2.44259e-10,344.845
-4.74854e-10,-2.22172e-10,337.109
-4.89007e-10,-2.05035e-10,329.333
-5.00615e-10,-1.86385e-10,321.527
-4.82139e-10,-1.97777e-10,313.698
-4.60703e-10,-1.97423e-10,305.853
-4.45029e-10,-1.83193e-10,298
-4.35292e-10,-2.01683e-10,290.147
-4.34351e-10,-2.22281e-10,282.302
-4.49191e-10,-2.08372e-10,274.473
-4.48557e-10,-1.88328e-10,266.667
-4.34398e-10,-1.74534e-10,258.891
-4.15221e-10,-1.77937e-10,251.155
-4.09022e-10,-1.59782e-10,243.464
-4.21719e-10,-1.73766e-10,235.828
-4.16125e-10,-1.56038e-10,228.252
-3.9859e-10,-1.50844e-10,220.746
-4.02348e-10,-1.33257e-10,213.316
-3.85078e-10,-1.37039e-10,205.969
-3.9371e-10,-1.21963e-10,198.713
-3.91427e-10,-1.38873e-10,191.555
-3.9527e-10,-1.22566e-10,184.502
-3.91227e-10,-1.38504e-10,177.562
-3.90958e-10,-1.54631e-10,170.74
-3.81071e-10,-1.66978e-10,164.043
-3.91052e-10,-1.55114e-10,157.479
-4.0258e-10,-1.65007e-10,151.054
-4.11527e-10,-1.76893e-10,144.773
-4.09298e-10,-1.625e-10,138.644
-4.02816e-10,-1.75194e-10,132.672
-4.00502e-10,-1.61444e-10,126.863
-3.97233e-10,-1.7468e-10,121.223
-3.83926e-10,-1.7394e-10,115.758
-3.85585e-10,-1.86857e-10,110.472
-3.98009e-10,-1.89599e-10,105.372
-4.07721e-10,-1.81847e-10,100.461
-4.16317e-10,-1.90409e-10,95.7458
-4.04659e-10,-1.92505e-10,91.2299
-3.97853e-10,-1.83159e-10,86.918
-3.87402e-10,-1.87418e-10,82.8145
-3.77055e-10,-1.912e-10,78.9233
-3.8512e-10,-1.98313e-10,75.2484
-3.75521e-10,-2.0257e-10,71.7932
-3.85635e-10,-2.00865e-10,68.5613
-3.91392e-10,-2.0907e-10,65.5559
-3.91991e-10,-2.18852e-10,62.7798
-3.96689e-10,-2.27214e-10,60.2359
-3.94416e-10,-2.36329e-10,57.9266
-3.86771e-10,-2.41471e-10,55.8542
-3.93183e-10,-2.35088e-10,54.0208
-3.94791e-10,-2.43839e-10,52.4282
-3.86439e-10,-2.4118e-10,51.0779
-3.8494e-10,-2.3266e-10,49.9713
-3.77178e-10,-2.36262e-10,49.1095
-3.74068e-10,-2.44154e-10,48.4933
-3.82202e-10,-2.41944e-10,48.1234
-3.83368e-10,-2.5026e-10,48
-3.84071e-10,-2.58617e-10,48.1234
-3.78702e-10,-2.65074e-10,48.4933
-3.85269e-10,-2.70359e-10,49.1095
-3.86911e-10,-2.62036e-10,49.9713
-3.86706e-10,-2.70591e-10,51.0779
-3.91931e-10,-2.63696e-10,52.4282
-4.00471e-10,-2.61723e-10,54.0208
-3.95753e-10,-2.5418e-10,55.8542
-3.97447e-10,-2.63067e-10,57.9266
-4.06517e-10,-2.64681e-10,60.2359
-4.14016e-10,-2.70341e-10,62.7798
-4.04697e-10,-2.72611e-10,65.5559
-3.97567e-10,-2.79335e-10,68.5613
-4.07135e-10,-2.7635e-10,71.7932
-4.17357e-10,-2.77187e-10,75.2484
-4.17269e-10,-2.66687e-10,78.9233
-4.16309e-10,-2.55976e-10,82.8145
-4.26681e-10,-2.59686e-10,86.918
-4.28409e-10,-2.48534e-10,91.2299
-4.19038e-10,-2.55306e-10,95.7458
-4.1092e-10,-2.46681e-10,100.461
-4.02125e-10,-2.55039e-10,105.372
-3.90533e-10,-2.50565e-10,110.472
-3.98377e-10,-2.40548e-10,115.758
-3.97583e-10,-2.53547e-10,121.223
-4.08815e-10,-2.46372e-10,126.863
-3.96992e-10,-2.53163e-10,132.672
-4.10901e-10,-2.54133e-10,138.644
-4.12501e-10,-2.68296e-10,144.773
-4.24268e-10,-2.59713e-10,151.054
-4.13688e-10,-2.70173e-10,157.479
-4.25439e-10,-2.60545e-10,164.043
-4.389e-10,-2.52853e-10,170.74
-4.37492e-10,-2.68608e-10,177.562
-4.53062e-10,-2.72824e-10,184.502
-4.37443e-10,-2.77963e-10,191.555
-4.43673e-10,-2.93515e-10,198.713
-4.27748e-10,-2.87388e-10,205.969
-4.44402e-10,-2.82446e-10,213.316
-4.3299e-10,-2.95948e-10,220.746
-4.30189e-10,-2.78183e-10,228.252
-4.47993e-10,-2.74005e-10,235.828
-4.29426e-10,-2.74907e-10,243.464
-4.20941e-10,-2.58033e-10,251.155
-4.40049e-10,-2.59737e-10,258.891
-4.5737e-10,-2.50829e-10,266.667
-4.42163e-10,-2.63458e-10,274.473
-4.3108e-10,-2.46744e-10,282.302
-4.47387e-10,-2.58898e-10,290.147
-4.32066e-10,-2.72697e-10,298
-4.16356e-10,-2.86476e-10,305.853
-3.9523e-10,-2.85115e-10,313.698
-3.74854e-10,-2.78447e-10,321.527
-3.54129e-10,-2.71998e-10,329.333
-3.37629e-10,-2.86501e-10,337.109
-3.20256e-10,-2.7264e-10,344.845
-3.3277e-10,-2.53967e-10,352.536
-3.14302e-10,-2.4072e-10,360.172
-3.34138e-10,-2.29131e-10,367.748
-3.21394e-10,-2.09729e-10,375.254
-3.08349e-10,-1.90244e-10,382.684
-3.15891e-10,-2.1269e-10,390.031
-2.95693e-10,-1.99903e-10,397.287
-3.02599e-10,-2.23021e-10,404.445
-3.0774e-10,-2.46816e-10,411.498
-2.90084e-10,-2.2975e-10,418.438
-3.11529e-10,-2.17372e-10,425.26
-3.09191e-10,-1.92519e-10,431.957
-3.0456e-10,-2.17248e-10,438.521
-3.27987e-10,-2.07565e-10,444.946
-3.11085e-10,-1.88426e-10,451.227
-3.06175e-10,-2.13666e-10,457.356
-3.09122e-10,-1.87947e-10,463.328
-2.86285e-10,-2.00493e-10,469.137
-2.6998e-10,-1.79961e-10,474.777
-2.95337e-10,-1.72702e-10,480.242
-3.16232e-10,-1.89045e-10,485.528
-2.90712e-10,-1.81286e-10,490.628
-3.16558e-10,-1.88423e-10,495.539
-3.13588e-10,-1.61641e-10,500.254
-3.27133e-10,-1.38198e-10,504.77
-3.24429e-10,-1.11137e-10,509.082
-3.48399e-10,-9.80456e-11,513.186
-3.63525e-10,-7.51724e-11,517.077
-3.85525e-10,-9.17157e-11,520.752
-3.76583e-10,-6.55795e-11,524.207
-3.48991e-10,-6.29737e-11,527.439
-3.30386e-10,-8.36306e-11,530.444
-3.56799e-10,-7.47086e-11,533.22
-3.38425e-10,-5.36439e-11,535.764
-3.16701e-10,-3.59494e-11,538.073
-3.32453e-10,-1.27047e-11,540.146
-3.17773e-10,-3.67042e-11,541.979
-3.3207e-10,-6.09888e-11,543.572
-3.05854e-10,-7.1438e-11,544.922
-3.33605e-10,-6.61143e-11,546.029
-3.61809e-10,-6.82544e-11,546.89
-3.36577e-10,-5.54228e-11,547.507
-3.5946e-10,-3.87309e-11,547.877
-3.6295e-10,-6.68488e-11,548
-3.38167e-10,-8.05885e-11,547.877
-3.13871e-10,-9.51669e-11,547.507
-3.27575e-10,-7.03785e-11,546.89
-3.50025e-10,-8.76223e-11,546.029
-3.7789e-10,-9.24856e-11,544.922
-3.8551e-10,-1.19696e-10,543.572
-3.68411e-10,-1.42149e-10,541.979
-3.63172e-10,-1.14459e-10,540.146
-3.91264e-10,-1.15962e-10,538.073
-4.18845e-10,-1.10696e-10,535.764
-4.04098e-10,-1.3452e-10,533.22
-3.85247e-10,-1.55158e-10,530.444
-3.71688e-10,-1.30798e-10,527.439
-3.60042e-10,-1.05555e-10,524.207
-3.8725e-10,-1.10834e-10,520.752
-3.75851e-10,-8.56723e-11,517.077
-3.48582e-10,-8.94222e-11,513.186
-3.74879e-10,-8.16487e-11,509.082
-3.85799e-10,-1.06683e-10,504.77
-3.60756e-10,-9.60759e-11,500.254
-3.65066e-10,-1.22805e-10,495.539
-3.77486e-10,-1.46718e-10,490.628
-3.60441e-10,-1.67416e-10,485.528
-3.34158e-10,-1.62874e-10,480.242
-3.32685e-10,-1.8936e-10,474.777
-3.12471e-10,-2.06304e-10,469.137
-2.95727e-10,-2.26479e-10,463.328
-2.94714e-10,-2.00443e-10,457.356
-3.00577e-10,-2.25658e-10,451.227
-2.79678e-10,-2.10678e-10,444.946
-3.02277e-10,-2.22564e-10,438.521
-3.05991e-10,-2.47639e-10,431.957
-2.84639e-10,-2.60945e-10,425.26
-2.9655e-10,-2.39007e-10,418.438
-3.03297e-10,-2.15183e-10,411.498
-2.79122e-10,-2.19486e-10,404.445
-2.78138e-10,-2.4381e-10,397.287
-3.01971e-10,-2.40055e-10,390.031
-3.25871e-10,-2.40609e-10,382.684
-3.48756e-10,-2.34524e-10,375.254
-3.59769e-10,-2.13822e-10,367.748
-3.82957e-10,-2.14895e-10,360.172
-3.83659e-10,-1.91933e-10,352.536
-4.0531e-10,-1.98849e-10,344.845
-4.25596e-10,-2.08533e-10,337.109
-4.14703e-10,-2.27906e-10,329.333
-4.30631e-10,-2.12777e-10,321.527
-4.48973e-10,-2.01171e-10,313.698
-4.67541e-10,-1.90454e-10,305.853
-4.73704e-10,-1.70201e-10,298
-4.56718e-10,-1.82371e-10,290.147
-4.37263e-10,-1.75539e-10,282.302
-4.49286e-10,-1.59135e-10,274.473
-4.62712e-10,-1.74033e-10,266.667
-4.72247e-10,-1.56718e-10,258.891
-4.75678e-10,-1.37545e-10,251.155
-4.87664e-10,-1.22568e-10,243.464
-4.71509e-10,-1.12783e-10,235.828
-4.77263e-10,-1.30459e-10,228.252
-4.95133e-10,-1.26573e-10,220.746
-4.98117e-10,-1.44308e-10,213.316
-5.05959e-10,-1.28463e-10,205.969
-4.88861e-10,-1.31542e-10,198.713
-5.01518e-10,-1.20097e-10,191.555
-4.84767e-10,-1.20363e-10,184.502
-5.01179e-10,-1.19368e-10,177.562
-5.16947e-10,-1.22764e-10,170.74
-5.02535e-10,-1.29281e-10,164.043
-4.88561e-10,-1.22566e-10,157.479
-4.90292e-10,-1.07474e-10,151.054
-4.90682e-10,-9.26021e-11,144.773
-4.79698e-10,-1.02167e-10,138.644
-4.93899e-10,-1.03387e-10,132.672
-4.93398e-10,-1.17321e-10,126.863
-5.06909e-10,-1.15497e-10,121.223
-5.19059e-10,-1.20976e-10,115.758
-5.22438e-10,-1.33554e-10,110.472
-5.12373e-10,-1.25772e-10,105.372
-5.23795e-10,-1.2088e-10,100.461
-5.2488e-10,-1.08796e-10,95.7458
-5.21021e-10,-9.75979e-11,91.2299
-5.09934e-10,-9.43171e-11,86.918
-5.1902e-10,-1.01011e-10,82.8145
-5.08005e-10,-1.00866e-10,78.9233
-5.11602e-10,-9.07311e-11,75.2484
-5.01875e-10,-9.46879e-11,71.7932
-5.12077e-10,-9.57492e-11,68.5613
-5.1098e-10,-1.05712e-10,65.5559
-5.20765e-10,-1.06276e-10,62.7798
-5.3015e-10,-1.08252e-10,60.2359
-5.37538e-10,-1.02448e-10,57.9266
-5.41826e-10,-9.42934e-11,55.8542
-5.47159e-10,-1.01601e-10,54.0208
-5.52945e-10,-1.08359e-10,52.4282
-5.61626e-10,-1.07148e-10,51.0779
-5.69454e-10,-1.10831e-10,49.9713
-5.60923e-10,-1.11507e-10,49.1095
-5.64453e-10,-1.1922e-10,48.4933
-5.60604e-10,-1.11721e-10,48.1234
-5.61154e-10,-1.03342e-10,48
-5.53533e-10,-1.06843e-10,48.1234
-5.45521e-10,-1.04328e-10,48.4933
-5.51941e-10,-1.0979e-10,49.1095
-5.52265e-10,-1.01313e-10,49.9713
-5.51506e-10,-1.09837e-10,51.0779
-5.48204e-10,-1.17833e-10,52.4282
-5.50471e-10,-1.263e-10,54.0208
-5.51647e-10,-1.17481e-10,55.8542
-5.50339e-10,-1.08529e-10,57.9266
-5.58599e-10,-1.1261e-10,60.2359
-5.49232e-10,-1.11882e-10,62.7798
-5.58356e-10,-1.14838e-10,65.5559
-5.60023e-10,-1.24496e-10,68.5613
-5.50001e-10,-1.24565e-10,71.7932
-5.50852e-10,-1.34786e-10,75.2484
-5.44011e-10,-1.42752e-10,78.9233
-5.54124e-10,-1.39095e-10,82.8145
-5.64993e-10,-1.40887e-10,86.918
-5.76193e-10,-1.39499e-10,91.2299
-5.86598e-10,-1.44538e-10,95.7458
-5.74783e-10,-1.45372e-10,100.461
-5.86033e-10,-1.49915e-10,105.372
-5.81667e-10,-1.38282e-10,110.472
-5.9395e-10,-1.34962e-10,115.758
-6.01173e-10,-1.24125e-10,121.223
-6.12222e-10,-1.16671e-10,126.863
-5.98643e-10,-1.17902e-10,132.672
-5.95765e-10,-1.0426e-10,138.644
-6.09373e-10,-1.085e-10,144.773
-6.21949e-10,-1.15847e-10,151.054
-6.27974e-10,-1.29449e-10,157.479
-6.16278e-10,-1.39142e-10,164.043
-6.00961e-10,-1.36739e-10,170.74
-5.98958e-10,-1.21049e-10,177.562
-5.92722e-10,-1.06174e-10,184.502
-5.83033e-10,-1.19458e-10,191.555
-5.66658e-10,-1.23001e-10,198.713
-5.49648e-10,-1.24362e-10,205.969
-5.64108e-10,-1.14732e-10,213.316
-5.56167e-10,-1.30528e-10,220.746
-5.54723e-10,-1.12601e-10,228.252
-5.54538e-10,-1.30888e-10,235.828
-5.58573e-10,-1.12742e-10,243.464
-5.39747e-10,-1.14266e-10,251.155
-5.23192e-10,-1.2396e-10,258.891
-5.03717e-10,-1.23679e-10,266.667
-5.2235e-10,-1.30279e-10,274.473
-5.09237e-10,-1.15106e-10,282.302
-5.2425e-10,-1.01384e-10,290.147
-5.31431e-10,-1.20712e-10,298
-5.45025e-10,-1.36582e-10,305.853
-5.64984e-10,-1.4364e-10,313.698
-5.69272e-10,-1.64647e-10,321.527
-5.8832e-10,-1.75054e-10,329.333
-5.76721e-10,-1.56399e-10,337.109
-5.70245e-10,-1.7766e-10,344.845
-5.51986e-10,-1.64549e-10,352.536
-5.5371e-10,-1.87211e-10,360.172
-5.43715e-10,-1.66526e-10,367.748
-5.38629e-10,-1.89176e-10,375.254
-5.27583e-10,-1.68491e-10,382.684
-5.20919e-10,-1.91214e-10,390.031
-5.38786e-10,-1.75331e-10,397.287
-5.42121e-10,-1.99227e-10,404.445
-5.55753e-10,-1.79057e-10,411.498
-5.78466e-10,-1.88389e-10,418.438
-5.75751e-10,-1.63777e-10,425.26
-5.58904e-10,-1.82197e-10,431.957
-5.44338e-10,-2.0271e-10,438.521
-5.19953e-10,-2.09634e-10,444.946
-5.01972e-10,-2.27763e-10,451.227
-5.05971e-10,-2.02362e-10,457.356
-5.31535e-10,-2.06444e-10,463.328
-5.06904e-10,-1.97944e-10,469.137
-4.8875e-10,-2.16861e-10,474.777
-4.66884e-10,-2.02112e-10,480.242
-4.85279e-10,-1.82998e-10,485.528
-5.02424e-10,-1.62566e-10,490.628
-5.12741e-10,-1.37818e-10,495.539
-5.06497e-10,-1.11605e-10,500.254
-5.01261e-10,-8.50419e-11,504.77
-4.87039e-10,-6.18605e-11,509.082
-4.8079e-10,-8.8448e-11,513.186
-4.77047e-10,-1.15613e-10,517.077
-5.03631e-10,-1.08474e-10,520.752
-5.11114e-10,-1.35065e-10,524.207
-5.38748e-10,-1.32952e-10,527.439
-5.60655e-10,-1.15837e-10,530.444
-5.86557e-10,-1.05524e-10,533.22
-5.58809e-10,-1.08899e-10,535.764
-5.65395e-10,-8.16652e-11,538.073
-5.92968e-10,-7.63557e-11,540.146
-6.11972e-10,-9.70998e-11,541.979
-6.35739e-10,-8.19575e-11,543.572
-6.14127e-10,-6.38081e-11,544.922
-6.4238e-10,-6.4235e-11,546.029
-6.18515e-10,-7.94174e-11,546.89
-6.45054e-10,-6.95692e-11,547.507
-6.17511e-10,-6.29667e-11,547.877
-6.3079e-10,-3.79376e-11,548
-6.57826e-10,-4.64243e-11,547.877
-6.35505e-10,-2.8972e-11,547.507
-6.09656e-10,-1.7394e-11,546.89
-6.34653e-10,-4.10943e-12,546.029
-6.16866e-10,-2.61025e-11,544.922
-6.38029e-10,-7.37863e-12,543.572
-6.09966e-10,-4.38117e-12,541.979
-6.28085e-10,-2.59655e-11,540.146
-6.38174e-10,2.96214e-13,538.073
-6.17179e-10,-1.8349e-11,535.764
-6.45179e-10,-1.93701e-11,533.22
-6.17245e-10,-1.83524e-11,530.444
-6.40788e-10,-3.4193e-12,527.439
-6.68356e-10,1.63845e-13,524.207
-6.64795e-10,-2.73212e-11,520.752
-6.38182e-10,-3.4724e-11,517.077
-6.43897e-10,-7.79807e-12,513.186
-6.36771e-10,1.86819e-11,509.082
-6.59479e-10,3.5065e-12,504.77
-6.74697e-10,2.60461e-11,500.254
-6.85191e-10,5.10042e-11,495.539
-7.04649e-10,6.96448e-11,490.628
-6.78628e-10,7.61081e-11,485.528
-6.73585e-10,1.023e-10,480.242
-6.48727e-10,9.30377e-11,474.777
-6.24444e-10,8.27417e-11,469.137
-6.33532e-10,1.07335e-10,463.328
-6.47546e-10,8.5368e-11,457.356
