x,y
68.9717,83.578
73.5259,85.7996
73.1386,87.2205
74.0691,87.3208
72.7649,87.1773
75.1481,86.4689
73.0552,93.5373
79.0579,93.6843
75.8267,92.5354
76.3038,87.6563
76.3096,87.7008
79.0756,88.27
78.8539,88.4808
82.1385,84.6643
81.3359,86.9251
80.7693,87.0741
86.1694,81.7469
80.4781,76.7652
81.6551,74.2077
85.2521,70.2922
88.189,67.1166
85.8786,66.9381
89.0593,61.9667
88.4623,61.8619
86.1676,59.9753
87.2028,61.5751
84.5166,66.4068
84.6471,67.4229
84.3713,67.2996
83.5086,67.3116
85.0453,68.6399
85.1214,68.9292
82.639,66.4279
85.3147,65.9106
86.8747,69.5936
93.3613,67.9794
92.4184,69.0567
92.3813,69.9667
91.5316,68.136
90.2573,71.1504
90.4412,68.3288
91.3531,68.082
95.7303,68.6024
95.4837,67.9894
94.4955,69.9989
98.4656,71.611
99.7129,70.885
93.8521,69.7553
91.1934,72.9201
84.349,71.7829
84.7331,68.1489
90.1299,66.0253
89.7751,64.9969
91.404,62.1465
94.0634,62.4516
93.3877,60.7739
98.2051,54.9171
93.536,53.2968
94.932,52.379
92.3606,52.236
94.5018,51.5036
94.2316,50.9152
95.23,51.848
96.7007,50.4827
99.1193,46.1889
97.6663,44.8945
94.4464,44.1645
92.4982,42.3398
92.1091,44.1881
92.6334,43.6611
99.1656,45.2743
101.792,45.7887
96.9452,47.2733
93.8336,43.1241
97.0782,42.2901
100.766,46.7184
101.408,47.5058
102.337,48.6599
102.339,48.3646
108.54,45.6486
108.559,43.9878
112.846,43.0932
112.47,38.4009
116.793,35.6091
117.446,35.873
117.469,35.8903
112.118,38.6995
112.328,38.2486
113.353,38.8509
113.041,38.7298
112.939,38.5785
113.321,39.174
109.16,38.5688
109.28,38.1878
107.562,42.2239
108.548,48.6443
110.24,46.98
111.093,48.7215
106.105,46.5792
101.304,45.1275
107.417,48.459
107.296,48.1365
106.097,45.3692
108.316,45.2419
106.962,44.5903
106.73,49.6735
106.11,46.6981
107.233,46.7203
107.251,46.6983
106.798,47.0528
106.798,47.0528
101.474,48.8167
104.215,49.5204
99.4998,48.9835
99.3032,50.6676
98.902,50.1569
99.8053,48.2316
101.132,45.395
105.881,45.3923
105.871,47.8034
106.92,43.3167
110.215,42.4602
111.16,50.2567
114.068,45.4542
117.57,48.0595
116.918,51.5759
116.72,51.6086
117.053,52.9318
117.384,53.5042
118.178,52.034
113.024,48.1339
112.186,49.6313
106.626,48.8465
106.062,49.9631
102.554,49.4192
99.5772,50.9184
90.6937,48.2083
94.9639,48.9295
95.1736,49.3624
93.3655,46.8835
89.8705,46.1102
93.0219,44.8726
93.7614,44.5828
90.5217,43.948
89.6319,42.927
90.443,43.047
90.3543,43.0045
90.6597,46.5616
88.7678,47.6298
81.5058,46.0742
81.3077,45.3302
80.3641,47.1393
77.7586,45.3592
74.6488,39.4919
75.1001,41.1303
74.7645,41.2592
75.4677,46.3817
77.214,47.9898
78.8424,41.376
78.928,41.2262
76.9562,38.8255
76.4365,40.5208
74.9844,40.347
78.3496,40.1029
77.5997,40.6388
76.9948,40.649
77.1693,48.4881
83.6479,49.5614
83.3454,49.1018
78.2399,48.586
80.8066,52.139
79.2592,55.5657
81.6248,56.6497
78.7846,61.7613
79.0747,61.8497
83.6197,62.381
80.1394,65.1291
79.8524,66.5144
72.7769,63.2769
69.4589,64.2843
69.5928,65.0112
64.3164,62.2637
63.8332,64.0121
63.6016,62.3923
65.9125,67.471
66.0414,67.0916
67.587,69.2143
66.7146,67.3151
65.7875,68.6049
65.4485,65.8655
66.3258,65.3929
65.9044,66.2007
64.8871,66.211
59.4332,61.5163
60.694,62.25
63.6613,65.0436
63.2181,61.0467
66.103,62.5521
63.5429,74.1168
64.7694,76.3842
65.6537,71.7305
66.8292,75.3165
61.7038,75.4472
61.1392,74.1002
59.4549,74.2307
59.6383,73.8792
55.269,70.2754
54.7812,70.5732
56.7903,68.993
56.3434,70.0494
53.4975,71.3394
51.9737,72.2432
50.8928,72.968
49.5198,65.5216
50.5841,65.9987
50.7853,64.9969
50.5737,64.9965
48.6287,66.3628
52.222,66.2057
54.9925,67.4787
55.0642,65.2851
53.9065,63.7385
56.6355,64.3792
55.3785,66.2693
55.6021,66.224
56.8975,67.1057
55.6525,68.8947
51.7039,70.0271
53.8648,61.6404
55.8065,61.5845
55.7396,61.7485
55.2357,60.8497
56.5457,60.0858
62.2457,59.1362
65.0984,58.083
65.3389,57.2613
65.2405,52.8417
65.2153,52.8803
69.5984,54.6031
65.443,57.2876
62.2772,58.8855
63.259,58.4299
60.8635,60.2363
63.5215,63.0962
64.6058,62.7218
65.5355,61.7182
63.5225,64.0079
63.917,68.5731
62.3912,72.3819
62.4116,72.5234
62.6131,72.3155
63.3217,71.5027
63.3846,72.1586
63.4542,74.9454
63.0253,74.0897
62.075,79.917
62.6983,78.8693
48.7844,73.8158
49.921,74.6838
48.7614,74.7553
45.5809,72.761
45.8303,72.6572
46.6017,70.346
43.7787,73.6974
43.2136,73.9729
41.8403,76.6774
43.3208,72.6014
43.4514,72.6892
43.7562,78.1936
43.4669,78.2723
43.5403,74.5714
46.6444,75.69
47.6297,75.5199
43.1505,69.8652
43.8991,68.5463
46.9938,67.7022
45.5506,68.5581
46.5271,68.514
53.2836,66.7815
53.4525,66.7982
54.1459,67.9383
53.7856,66.6508
53.7508,66.6362
53.8007,66.8854
53.6275,65.1552
53.8128,63.1228
55.5437,61.9734
50.2993,56.309
48.6944,56.4328
52.0583,60.008
50.5847,60.8536
51.3541,60.9234
56.6405,61.0441
56.9063,61.8982
56.7969,64.2719
55.1476,66.1484
54.4406,62.6031
54.5447,63.2424
55.2599,67.4346
54.6742,66.5948
49.9476,62.3093
45.3066,65.3758
44.8766,65.3103
46.4582,60.7514
46.037,60.8966
43.9308,62.5377
44.5616,65.2169
45.3748,66.0106
46.0584,67.4241
57.7347,70.2475
54.6464,67.3461
54.9435,68.4261
56.5242,68.1299
54.143,68.0061
55.5744,68.2535
58.2134,69.1932
55.5261,70.5616
55.6228,70.8699
54.803,70.8541
55.7044,71.2686
52.8916,68.5886
49.7116,67.734
45.442,71.3246
43.7111,72.8265
45.4087,70.7868
48.3705,75.1763
47.7735,75.4063
46.8035,79.1544
49.6894,76.524
49.9651,73.5837
49.9645,73.5806
47.5636,74.1329
46.9226,68.9114
47.572,69.0334
46.1895,72.0007
48.4395,64.3383
52.5831,68.4516
52.7961,68.6742
53.6724,71.668
53.4626,71.5737
53.9277,71.6726
56.2032,67.871
54.9456,63.0541
52.5823,63.1833
49.5299,67.6503
48.4454,66.4803
47.7393,70.068
48.4007,69.9977
49.9481,75.9119
53.3321,74.0424
53.2945,73.3162
52.7178,72.5742
53.7847,78.9639
56.7622,79.268
56.4555,80.3139
54.0152,78.5996
53.759,78.6533
51.5749,76.3312
47.6437,73.6703
46.6915,75.05
46.2886,74.843
45.6345,75.0086
46.0589,76.0627
45.8617,77.2907
46.0889,78.0915
46.9953,81.2323
45.1798,81.207
45.7796,83.1115
46.1296,83.1099
46.2189,82.1017
48.1677,79.0465
51.3846,76.5532
55.3648,76.1713
55.6844,74.3438
55.3675,74.4104
57.5604,73.822
57.5597,75.8679
54.8466,78.1554
52.8893,80.6054
53.2712,78.1753
53.5747,74.7181
53.2515,75.2543
49.3188,77.5705
54.8533,79.5331
53.2043,78.5668
52.3602,76.4656
52.2446,76.4093
52.4199,75.6575
52.0842,80.7343
52.0156,80.6972
53.9434,79.1898
51.275,79.0435
50.9281,72.163
50.3024,71.3484
52.5231,69.4727
48.6866,71.2345
50.5165,71.2208
52.0095,66.8268
54.0428,67.1734
54.375,66.7356
58.5664,68.513
57.7699,69.1772
57.9653,67.2433
55.7809,63.5604
54.6571,63.675
54.4482,63.0752
54.4249,63.0651
56.2019,59.1572
55.8435,58.0376
60.809,57.0488
60.282,56.4802
55.7788,55.7489
60.491,57.249
60.2857,55.3366
60.1611,55.9078
60.3875,57.4776
60.3803,59.2695
57.7731,57.0729
55.164,59.2073
58.1479,58.6628
56.0603,58.3425
56.0378,58.0923
54.486,59.1178
57.0872,51.7759
58.5939,53.6362
64.3218,52.9546
63.5539,52.9962
69.5343,55.5943
69.8735,57.8444
70.299,60.5398
70.707,61.4312
68.8904,60.2762
66.9381,64.2648
60.5123,65.5217
65.5058,66.74
65.4395,64.8
60.2336,67.3418
48.5597,67.9784
48.543,68.35
49.6145,62.5197
48.2486,62.644
48.4256,64.4117
45.2222,61.173
50.7837,57.5812
49.5378,57.8654
49.6671,56.0283
50.8947,58.8774
38.4897,62.1384
40.2203,59.8824
43.5065,59.41
46.9024,51.3892
44.974,57.645
41.7802,57.7839
43.7899,58.5061
43.392,60.802
42.8667,59.3996
43.1515,60.4367
43.5341,60.9028
42.6098,59.8634
42.9156,59.1165
46.2369,59.865
46.6425,60.0841
46.3137,60.0735
45.7237,60.9242
46.5635,57.3696
54.2955,60.8924
54.5597,59.2473
54.2228,58.5227
52.0777,58.1094
54.5504,58.512
61.0302,64.7338
55.8034,70.2384
56.883,68.8024
57.8228,71.4245
57.721,71.4158
58.22,71.7571
60.7676,72.2742
57.3436,66.6166
56.1073,67.3998
56.4125,69.8438
57.0856,70.5963
55.0486,74.7601
55.5947,74.565
53.7118,74.0923
51.8271,77.2766
53.4093,76.7455
47.6175,74.6503
47.6781,74.7752
45.3413,72.8246
50.4939,82.3819
48.8799,82.5849
48.3899,82.4835
48.9717,84.5276
49.5674,87.2786
49.5408,87.2188
44.6645,85.6961
42.0452,84.6216
42.1409,84.7889
39.3598,85.5889
38.4556,88.7713
35.1637,87.8366
35.9458,88.6379
33.7424,87.6711
37.4183,86.9343
36.4513,85.3169
35.0899,82.3862
35.4858,81.7746
38.4239,89.1249
37.7139,88.4484
41.729,88.3548
41.4736,88.0068
41.3012,88.3151
41.1206,88.4556
41.3875,85.6557
42.0965,86.0032
45.1657,88.8632
45.1858,88.7937
49.536,90.6519
46.2192,90.192
42.6033,87.2454
42.3458,87.3223
41.3952,87.8967
41.3995,87.8986
41.6119,84.6686
39.1958,82.4862
35.4507,83.106
37.0109,81.4191
37.9082,79.0201
36.1956,79.9409
34.9656,78.8072
35.4083,77.4607
32.7698,73.1459
31.652,74.9887
28.0416,76.9479
27.6143,72.369
27.2552,70.5215
26.3736,71.4683
31.6196,73.2642
31.8762,73.0468
31.9549,73.4183
32.7349,73.5723
39.6647,69.5542
40.2799,62.372
36.7629,62.8073
38.5018,62.6424
38.7428,61.5923
39.3334,63.3241
36.3506,62.4317
37.107,53.6819
36.5149,53.9939
34.2104,56.4965
32.8515,56.4035
35.2574,56.1281
34.9991,57.9424
35.1691,57.2861
34.3824,55.8986
32.9235,56.8354
31.7419,57.442
30.3528,56.1416
30.1109,52.6984
34.187,47.3469
33.2386,48.8184
38.0828,51.1211
34.8512,51.8216
37.8,53.1585
38.128,52.2862
40.3547,48.9933
39.0496,51.0752
32.6432,51.663
33.2849,51.9267
32.6964,51.682
42.4336,56.4112
44.5096,52.1277
37.6312,50.0838
38.39,48.5845
37.7449,47.6268
37.7581,49.653
38.108,52.2549
39.1522,50.4391
40.2678,47.8453
39.7182,45.9304
42.0037,44.584
42.8484,44.744
44.3671,47.2577
41.6038,48.3052
41.5309,47.7911
41.6733,50.3842
41.4073,46.5714
42.5509,43.9019
45.1852,44.3007
51.5096,55.8195
52.8236,56.2393
57.6754,53.4317
56.2168,53.4326
54.3921,54.3637
52.4377,54.1656
57.9416,57.7943
58.2266,54.9621
53.4847,52.7875
53.0442,53.4999
51.4827,54.5129
50.983,56.0011
59.0348,56.6704
57.5454,56.3985
51.6515,51.6721
53.4296,51.2149
53.4322,50.2619
54.6894,49.4009
52.7319,49.6695
49.632,52.1355
49.3815,54.8934
49.6413,52.4459
53.3922,49.6007
52.6503,46.5605
53.5292,43.9167
49.2647,40.7854
46.9118,42.8774
47.823,43.2826
52.6532,43.1019
50.6428,41.8456
50.4485,41.8883
53.0546,40.5112
49.9206,36.1883
51.0533,35.6133
50.4757,35.8919
50.3085,36.4837
50.8727,36.7927
50.1687,37.0215
51.0712,41.2852
47.0979,40.4999
47.2057,39.8947
50.2342,37.5701
53.0462,37.472
53.9724,39.1232
54.3452,38.7154
44.6122,44.2532
44.4037,45.0708
41.9015,35.8537
35.5907,40.6276
33.551,41.5869
27.2463,47.9939
25.9237,46.9883
25.8028,46.898
25.3278,49.8568
24.8934,50.2162
25.407,51.2334
28.0492,49.8294
24.7412,50.2686
27.0626,52.5448
27.3969,55.6083
25.7548,58.2309
28.4673,58.9147
33.2851,60.1115
33.3433,60.1092
32.8777,65.732
30.2868,65.3704
30.7192,65.7606
30.5301,71.0908
29.6201,71.6793
25.9915,74.8381
25.0621,75.5157
21.4722,80.4192
16.8674,80.0932
17.3225,82.6565
16.439,82.4129
12.6885,76.8751
11.2827,73.3248
11.7204,72.0112
12.3518,71.8061
11.9625,71.2911
12.1813,71.1783
12.2213,70.6743
12.66,64.474
10.2484,65.2191
10.0593,66.1237
11.3482,67.4946
11.3208,67.7761
11.9468,64.4576
11.3723,64.226
10.8733,63.7557
11.0195,64.1338
11.1502,64.2935
7.6317,63.1466
4.75659,63.8693
6.38204,73.5167
4.69056,72.4212
-1.74963,66.4258
1.97984,69.7715
4.00463,70.1895
5.46703,66.8055
7.46513,60.6199
14.727,61.5403
16.3189,63.8512
13.9863,63.9764
13.8561,63.7281
14.9869,63.3801
11.3576,62.7268
12.2298,59.0562
15.6268,61.9307
16.0412,62.1754
15.0023,61.6878
13.6084,60.3074
14.3213,59.7685
11.6355,60.9594
12.5536,59.4923
15.5728,57.8604
15.0206,59.0153
12.893,67.087
10.9994,68.7803
10.8131,68.6359
12.6964,69.6179
13.4737,65.9329
16.4313,63.4252
16.4025,63.3905
16.4083,63.809
14.6339,63.6219
12.7683,66.367
15.1777,68.5149
12.9371,65.5266
8.25213,68.2534
8.02293,70.0722
11.1367,76.4351
11.3551,76.7827
11.6491,77.9563
13.4988,77.0438
8.18004,74.8579
9.80311,76.9608
15.6375,80.2682
15.917,79.1614
14.7324,79.8496
15.1656,79.8774
21.1987,78.1282
23.1937,77.2943
22.1847,74.9396
19.2354,76.7946
21.5507,79.8646
22.046,79.3525
22.5085,79.6612
26.201,84.1404
24.0495,84.3417
26.8159,85.4705
27.1516,85.875
27.2149,85.9551
29.8649,87.9186
29.7898,87.856
28.4853,89.2636
27.0353,93.2567
29.0155,92.6561
34.0355,95.7086
33.9848,95.1252
33.1661,92.6057
33.3365,93.1719
32.6008,92.116
34.5491,91.9087
34.4843,91.4858
34.3758,90.6871
36.3128,91.9672
37.6076,89.881
38.2935,89.9654
36.0172,90.6596
39.402,91.7717
41.8098,86.7166
41.1132,85.9216
41.2242,85.7587
39.4302,81.2671
42.5091,77.3962
50.5488,77.4425
55.2449,80.4915
55.4029,80.807
57.1511,79.285
58.1565,79.0387
57.6203,81.0195
58.3407,82.1522
58.5453,79.3973
56.2961,78.3328
55.2396,83.1893
55.288,83.0355
54.5443,86.9236
57.8638,88.3889
57.1548,85.4102
56.9944,85.7956
50.4358,82.4507
55.8751,78.4668
60.6461,77.6284
59.0393,75.6443
59.0257,75.6517
55.3456,72.9561
54.9096,71.8928
54.5744,71.9341
55.9355,76.2309
53.0574,77.4616
54.8187,79.3459
56.7915,81.0392
51.6873,83.9851
47.1231,84.3122
47.3349,84.0996
46.5113,84.125
49.2945,86.1402
48.0202,88.4225
44.4598,83.7329
42.8949,85.515
42.2846,82.3079
42.6035,82.2155
42.9711,82.2342
42.6587,81.583
42.8789,82.3744
43.0139,82.5586
43.8207,82.4168
43.9308,82.5764
43.9671,82.6672
43.724,90.6424
43.7014,90.6997
48.0089,91.1705
49.004,91.8244
48.0256,91.0761
48.6132,91.3584
49.9384,92.4495
50.1811,91.9353
52.2887,92.458
51.0954,90.4527
49.4284,85.3967
48.5948,83.4452
55.5394,83.7816
60.0788,80.2016
55.6301,82.7618
57.715,80.0834
54.3698,82.8435
49.271,81.771
51.4254,81.3357
51.0981,83.6498
46.141,79.6153
47.4291,78.5302
46.2567,77.1089
47.3248,77.6959
44.3392,80.3665
40.2796,78.9867
36.7753,78.0683
39.4503,78.6733
39.512,77.4328
39.0382,81.9893
43.8756,79.6584
44.3198,77.9643
45.1416,81.4618
34.0364,80.1711
33.3789,84.5799
32.376,84.5007
27.3833,82.7574
28.7898,82.6251
26.4722,78.6634
26.4458,78.4606
29.6055,80.4434
33.164,78.5525
35.7957,76.1507
29.4238,80.3102
30.4026,77.6214
30.8808,78.452
30.5248,78.7565
28.371,78.3675
32.339,79.0924
32.157,77.0456
32.2655,77.0659
32.5253,80.5174
31.9841,80.1737
29.9418,83.2778
28.3853,82.711
32.9971,82.06
31.6127,76.9398
32.2657,74.8097
34.6141,72.5965
36.6386,71.802
40.5045,74.1339
41.3013,77.9771
46.8288,82.8046
47.6595,83.0986
49.8538,83.4313
48.1299,82.1953
50.2552,84.7739
56.8547,79.5592
56.5368,80.5559
53.8871,79.507
52.1998,82.4481
53.0484,82.5983
50.761,85.8304
50.37,84.2726
52.7511,79.986
55.0078,80.3172
56.9455,82.0213
56.6232,82.1539
54.2009,79.0976
58.5085,76.7673
55.7386,77.3577
53.4039,75.2759
51.9896,76.1163
56.5289,72.3492
56.0649,70.1145
55.6933,66.9892
54.937,68.8046
54.9725,68.7993
55.663,69.2297
54.2927,67.6874
60.1563,66.4443
60.3239,67.8104
59.8196,69.7399
59.9182,69.6084
60.1036,69.3331
60.0546,70.7653
59.4999,70.7167
57.7411,74.329
58.0735,75.3149
61.3858,78.9802
61.6375,79.2733
60.8311,82.4987
60.7205,82.6312
61.6081,86.7722
59.0832,84.3766
59.7839,83.5202
59.9487,81.3103
58.5057,78.5467
57.8231,76.4812
57.8932,77.5097
58.7928,81.3964
60.8204,80.0347
71.0361,79.3695
71.0888,78.796
71.3874,73.221
71.3297,75.8652
70.8558,76.4509
72.3574,79.0294
69.6731,77.6403
70.9353,76.293
71.4786,76.6656
73.2005,76.7031
72.5957,77.0088
75.7689,79.7933
77.8718,75.6156
79.7053,71.8113
79.9492,71.4614
80.8335,70.0168
78.7758,65.9579
75.4347,67.2645
80.4046,69.6471
79.9172,73.4041
79.5612,73.394
81.8899,72.1081
78.5084,71.1835
78.5089,71.1771
80.6416,69.892
85.5045,68.3579
84.0745,68.4744
82.7012,67.6971
80.8895,66.322
81.1942,66.9761
72.3714,62.774
74.3901,60.2907
71.0509,59.3173
67.1118,56.7155
69.9047,60.27
66.2477,54.9972
66.3247,54.9376
64.202,57.9335
64.0939,58.5472
64.1004,58.5479
60.9035,54.8797
62.5418,52.9569
63.5543,55.8393
59.2458,51.1038
57.5498,49.3371
57.5318,49.5413
55.5405,50.012
56.4747,51.9736
56.205,52.1278
47.3989,52.1238
47.9235,52.8522
47.9378,52.8617
48.6253,50.4785
53.8749,51.9171
53.6157,52.052
54.2396,51.8083
51.2661,53.1181
51.2752,53.1127
51.0159,49.0922
53.0768,48.2274
54.8539,43.9559
51.8871,41.0899
53.2282,38.1622
53.9031,40.8917
54.8575,40.2986
54.4488,40.065
54.2236,39.77
51.9627,29.9413
52.0113,29.9501
52.2169,37.2163
52.1939,37.2091
53.8782,41.6135
53.3687,41.4338
53.4188,41.3815
58.1211,42.2491
58.9476,44.0357
57.097,43.857
56.9329,41.59
56.9741,45.1511
61.6989,45.8321
61.8131,47.0795
64.2377,47.1472
65.2623,50.5635
65.8617,52.1357
67.829,49.9237
69.5216,48.0974
72.3196,47.7951
69.5793,50.0724
68.6321,49.7886
69.1969,49.3333
71.3663,46.0254
71.3026,45.8799
67.3408,47.7103
67.8891,48.5748
68.4863,48.3061
66.4395,48.7075
65.5217,46.9577
65.7771,46.6147
66.2054,45.3247
58.4808,44.7758
58.567,44.6853
59.3954,42.5837
61.1899,41.2074
57.7172,37.274
59.077,43.9747
58.1358,38.3947
59.6162,38.3223
57.8024,37.6509
55.2954,35.7404
54.7765,35.296
53.8509,36.3827
54.8642,35.3553
54.9093,33.137
54.4927,33.6213
54.1535,33.5901
53.9069,32.5409
55.1034,31.4039
53.3252,32.788
48.0461,30.9922
47.5128,31.4608
45.4484,31.3207
49.2927,30.9368
47.7867,28.4655
49.9744,28.1139
50.3144,27.4901
45.2464,23.3447
48.866,17.0414
50.0435,17.5173
48.4742,20.5119
48.8643,25.4219
48.85,25.3383
50.0687,26.3558
49.5174,26.2366
48.7428,25.873
47.9775,18.0816
50.2021,19.0569
47.9737,19.6165
47.2746,21.7607
49.9513,19.9208
50.0134,18.8075
47.9341,14.4465
44.2258,11.5141
43.334,15.287
39.4025,12.2315
38.7385,4.4673
38.79,4.46752
41.8163,7.13592
45.0885,4.71569
44.9329,2.77589
48.4707,3.09273
47.7691,2.97288
47.5547,4.38896
48.5976,1.91489
50.9715,0.431078
52.3764,-0.0120905
54.9756,-0.555403
51.3158,-2.13224
52.1899,-0.298166
48.7641,2.72556
49.0278,5.08495
54.2965,2.98946
55.9192,-3.32837
55.8885,-2.95156
55.3716,-4.20701
48.0427,-2.09517
48.2266,-6.45301
46.0142,-8.95989
47.4268,-8.67816
47.4872,-8.70059
47.1063,-11.5391
43.9882,-11.2079
43.7045,-10.4395
49.7805,-13.0296
47.1771,-12.203
48.1059,-14.1643
46.7423,-17.745
46.6415,-18.6621
42.3078,-21.1245
43.2997,-19.6654
42.504,-20.4389
42.4231,-20.0785
45.6893,-21.5829
45.6667,-21.4002
51.1661,-20.8669
51.982,-20.8402
50.376,-20.7704
50.2461,-20.7985
53.7273,-19.2426
52.5526,-18.261
51.4121,-20.9988
49.1803,-22.3397
50.584,-17.8811
50.8068,-17.7689
46.7018,-15.0714
44.8789,-12.6602
44.644,-12.5867
45.0713,-12.521
45.3833,-12.6939
43.3894,-8.49485
45.5994,-5.95357
46.4832,-12.4031
46.5969,-14.2129
49.4568,-15.2693
44.2055,-17.5695
41.8456,-16.8191
37.6859,-10.8587
35.1688,-11.3958
30.7268,-12.1587
26.2453,-11.3983
24.4428,-10.4899
19.9455,-12.1513
21.5211,-10.9718
24.8099,-9.73972
27.0228,-11.1111
27.6072,-10.1539
33.4638,-13.9076
38.3234,-11.7798
39.6107,-11.2786
37.5209,-11.4572
40.962,-13.4018
39.7492,-12.1341
38.0187,-14.0128
37.9998,-14.104
39.6104,-13.7688
43.9197,-15.0856
46.0373,-15.0027
47.9531,-10.7548
47.857,-10.5027
47.4352,-15.1849
46.5968,-16.9142
45.6804,-16.4187
45.0089,-16.6375
45.0299,-16.8924
45.6632,-18.9709
44.3864,-19.6489
42.9145,-20.5801
44.1684,-21.5272
45.4693,-19.4547
43.5127,-24.4494
45.1518,-25.0338
44.7562,-25.0585
47.6964,-23.4601
51.4909,-25.4511
51.3098,-25.4181
47.9098,-25.9246
46.3225,-24.7508
47.647,-22.9043
47.6044,-30.9633
48.6911,-31.2759
47.0395,-30.7612
46.7712,-30.7233
46.4243,-30.6336
42.7756,-37.1072
41.1114,-35.9966
40.8639,-34.9179
38.4524,-38.7461
40.8093,-40.8922
48.498,-34.6174
46.1008,-37.434
45.8376,-39.739
45.6381,-35.3369
46.1875,-38.0093
46.1358,-38.5604
42.76,-44.3721
43.902,-45.3977
41.8159,-48.6387
41.9704,-48.6406
48.9126,-47.3794
42.124,-49.1069
42.076,-49.0852
41.6181,-44.1232
42.0886,-44.4733
50.1176,-46.8821
53.43,-46.2416
55.7784,-42.2467
56.6498,-42.4095
57.9151,-48.3755
55.6363,-45.878
55.3722,-43.9917
48.173,-45.0931
48.1924,-45.0729
48.3567,-48.0261
51.7804,-43.7757
51.767,-42.8191
51.8993,-41.995
49.5683,-44.8108
52.6042,-44.3854
53.1445,-44.1636
55.0971,-51.9313
55.2073,-51.8907
49.7841,-48.5166
46.2261,-50.0047
46.2694,-50.3053
42.5295,-43.4551
46.6125,-45.9413
47.7648,-44.8138
49.8495,-41.2622
59.1213,-38.6086
59.2528,-37.5588
60.5047,-33.7776
55.8418,-38.8991
54.2729,-37.6938
54.0999,-42.5908
52.5595,-39.7534
52.5187,-39.7269
51.812,-40.2497
48.6168,-43.3145
47.2076,-43.2361
52.161,-33.9042
51.4826,-38.6461
52.9285,-37.9538
54.8746,-36.8531
54.1641,-41.8987
51.5229,-48.0548
55.105,-46.9769
59.4683,-45.8327
57.744,-52.3464
62.2014,-53.6134
65.4693,-61.7038
64.17,-61.8342
62.151,-61.7165
60.7514,-59.9088
64.2511,-59.2106
64.225,-59.2881
64.5296,-58.0758
64.3976,-55.6835
62.7828,-59.8793
63.5357,-61.5972
64.2322,-62.1087
63.9903,-63.6426
64.5743,-63.2516
66.2112,-62.692
64.2978,-62.4912
64.5029,-61.182
61.5731,-63.0174
61.6397,-62.9461
61.5868,-60.4638
58.3549,-59.4878
61.9284,-56.5776
62.5058,-56.8941
63.5732,-57.7986
62.3,-57.8479
60.904,-58.0114
60.5996,-57.8487
59.4237,-56.8127
60.2992,-55.7299
60.8999,-52.7314
60.8234,-52.6428
61.331,-52.9181
58.4609,-47.2228
63.6212,-49.6281
64.6203,-48.9287
65.9912,-46.5835
69.6001,-49.4346
64.1362,-50.14
62.0784,-50.9125
62.0376,-50.7391
61.9506,-50.7913
68.112,-53.9585
68.0341,-49.5734
66.4182,-50.7503
65.8648,-52.6845
63.3322,-55.0727
64.871,-54.9088
69.2695,-55.0888
67.2098,-50.7071
68.999,-50.653
68.9312,-50.2808
73.6375,-45.5369
67.4822,-43.4314
68.0225,-43.4158
68.0763,-43.5994
65.2443,-48.4854
65.4479,-47.369
65.5073,-47.275
66.7197,-44.6023
71.8461,-42.4098
70.6179,-42.1543
74.6394,-43.3497
76.8187,-42.422
78.1332,-42.5798
76.5638,-43.6806
78.9765,-41.8296
76.5045,-37.7004
80.6515,-37.8098
79.6579,-38.297
79.1865,-37.036
81.893,-33.9579
84.1408,-37.1259
85.8411,-33.6097
85.9435,-33.6362
85.3529,-32.4549
84.3455,-26.8656
86.0507,-20.279
86.6644,-25.7916
86.2048,-25.8331
86.8348,-26.1531
88.5262,-25.1901
88.4177,-30.0871
87.0146,-30.5482
83.9324,-33.088
84.0531,-33.2116
82.0546,-30.8394
84.1249,-30.5738
80.8966,-24.8054
80.6325,-24.9056
80.3653,-24.497
77.0133,-29.7946
76.9578,-29.1405
74.6573,-27.2059
76.0629,-25.9059
77.7928,-26.6572
74.3538,-26.8168
74.1226,-27.0881
80.6855,-26.9416
82.3209,-23.9417
86.1425,-26.8792
83.124,-25.3512
82.5146,-26.0726
83.5819,-26.7503
82.6764,-25.7502
79.1841,-29.32
77.4415,-29.4981
77.6751,-29.5878
75.9982,-31.64
73.3577,-38.6144
69.663,-40.3758
70.0447,-40.6783
62.4919,-43.7987
63.2666,-44.0939
63.0641,-43.9296
67.009,-45.6948
61.4347,-49.614
66.0238,-55.7169
73.0718,-53.0139
73.8861,-51.182
73.9471,-51.3397
73.7661,-51.0106
75.9338,-48.9399
76.2181,-48.8582
78.1601,-45.2942
76.1003,-43.5624
74.5566,-42.0356
77.5827,-38.6731
80.7614,-37.3134
78.6665,-39.2662
79.682,-40.832
81.4396,-40.9717
78.2493,-41.4342
78.1414,-43.5274
78.3338,-43.2994
77.567,-41.6338
79.0075,-41.7281
80.9646,-40.2604
76.8835,-40.5231
74.064,-38.964
80.2399,-40.4814
80.1454,-40.3335
80.2951,-40.3542
73.0601,-41.1298
73.4145,-36.8551
76.5087,-39.8206
82.7008,-39.5108
85.2054,-36.2599
84.2232,-35.4355
85.5579,-35.6467
93.6554,-42.8705
95.006,-46.5265
87.4109,-45.9602
87.0148,-50.4773
86.3737,-50.2929
85.1141,-45.4927
91.5853,-40.615
93.0334,-42.4613
86.7533,-36.4418
89.1372,-33.6782
88.3231,-33.8891
89.68,-33.7756
